ts,day,open,high,low,close,buy_qty,sell_qty,vol_1m,delta_1m,imbalance_1m,vwap,open_interest,funding_rate,liq_buy_qty,liq_sell_qty,is_synthetic,source_file
2026-03-17 00:00:00,2026-03-17,74808.0,74850.1,74802.6,74846.4,90.23,61.982,152.212,28.248000000000005,0.1855832654455628,74828.8,88363.32,2.41e-06,0.0,0.0,False,2026-03-17.csv
2026-03-17 00:01:00,2026-03-17,74846.4,74848.7,74567.1,74629.9,191.453,336.543,527.996,-145.09,-0.27479374843748816,74715.76,88322.44,2.41e-06,0.0,0.623,False,2026-03-17.csv
2026-03-17 00:02:00,2026-03-17,74630.0,74694.6,74598.4,74663.4,139.562,85.646,225.208,53.91600000000001,0.23940534972114672,74646.96,88249.18,2.85e-06,0.0,0.0,False,2026-03-17.csv
2026-03-17 00:03:00,2026-03-17,74663.3,74675.2,74572.2,74675.1,117.916,97.808,215.724,20.10799999999999,0.09321169642691583,74627.85,88184.46,2.22e-06,0.0,0.0,False,2026-03-17.csv
2026-03-17 00:04:00,2026-03-17,74675.1,74760.1,74671.5,74725.1,118.229,139.486,257.715,-21.25699999999999,-0.08248258735424788,74718.82,88180.37,2.62e-06,0.0,0.0,False,2026-03-17.csv
2026-03-17 00:05:00,2026-03-17,74725.1,74725.1,74650.0,74678.4,50.0,61.946,111.946,-11.945999999999998,-0.10671216479373982,74678.56,88168.55,2.62e-06,0.0,0.0,False,2026-03-17.csv
2026-03-17 00:06:00,2026-03-17,74678.5,74752.9,74678.4,74746.0,87.379,104.056,191.435,-16.676999999999992,-0.0871157311881317,74726.85,88104.65,2.99e-06,0.0,0.0,False,2026-03-17.csv
2026-03-17 00:07:00,2026-03-17,74745.9,74841.4,74739.6,74840.0,100.378,53.396,153.774,46.982,0.30552629183086866,74803.05,88104.36,3.04e-06,0.016,0.0,False,2026-03-17.csv
2026-03-17 00:08:00,2026-03-17,74840.0,74938.3,74840.0,74908.8,690.276,225.242,915.518,465.034,0.5079463210990937,74893.98,88173.9,3.04e-06,0.549,0.0,False,2026-03-17.csv
2026-03-17 00:09:00,2026-03-17,74908.9,74963.0,74904.0,74953.0,396.77,181.358,578.128,215.41199999999998,0.37260260703512016,74944.64,88286.95,3.72e-06,0.154,0.0,False,2026-03-17.csv
2026-03-17 00:10:00,2026-03-17,74953.1,75131.0,74790.7,74990.6,1988.061,681.609,2669.67,1306.4519999999998,0.4893683488970546,74998.16,88503.4,3.99e-06,0.054,0.017,False,2026-03-17.csv
2026-03-17 00:11:00,2026-03-17,74990.7,75245.1,74989.2,75192.1,973.325,453.47,1426.795,519.855,0.36435157117876077,75165.0,88515.59,3.95e-06,3.445,0.0,False,2026-03-17.csv
2026-03-17 00:12:00,2026-03-17,75192.2,75300.0,75184.0,75220.6,461.82,326.669,788.489,135.151,0.17140505447761478,75241.87,88676.02,3.95e-06,0.387,0.0,False,2026-03-17.csv
2026-03-17 00:13:00,2026-03-17,75220.7,75300.0,75190.0,75299.9,166.32,172.394,338.714,-6.074000000000012,-0.017932533051483,75249.27,88783.5,5.05e-06,0.024,0.0,False,2026-03-17.csv
2026-03-17 00:14:00,2026-03-17,75299.9,75441.9,75242.3,75437.6,613.401,318.337,931.738,295.06399999999996,0.3166812988200545,75361.42,88745.64,5.83e-06,4.74,0.0,False,2026-03-17.csv
2026-03-17 00:15:00,2026-03-17,75437.7,75437.7,75289.6,75377.0,356.848,323.286,680.134,33.56200000000001,0.04934615825704936,75366.46,88819.75,5.83e-06,1.065,0.0,False,2026-03-17.csv
2026-03-17 00:16:00,2026-03-17,75376.9,75469.3,75356.1,75400.1,281.391,251.018,532.409,30.37300000000002,0.057048246742635866,75425.72,89079.31,6.71e-06,1.833,0.0,False,2026-03-17.csv
2026-03-17 00:17:00,2026-03-17,75400.0,75488.0,75232.1,75450.4,442.55,280.666,723.216,161.88400000000001,0.22383907435676204,75380.45,89188.28,6.89e-06,0.132,0.399,False,2026-03-17.csv
2026-03-17 00:18:00,2026-03-17,75450.5,75450.5,75186.3,75244.7,173.633,287.809,461.442,-114.17600000000002,-0.24743304684012296,75284.75,89230.86,7.62e-06,0.0,0.32,False,2026-03-17.csv
2026-03-17 00:19:00,2026-03-17,75244.8,75299.0,75204.1,75208.4,101.912,115.638,217.55,-13.725999999999999,-0.06309354171454837,75246.83,89204.12,7.62e-06,0.0,0.0,False,2026-03-17.csv
2026-03-17 00:20:00,2026-03-17,75208.3,75252.4,75172.9,75192.0,80.511,154.103,234.614,-73.59200000000001,-0.31367267085510675,75206.97,89176.93,6.3e-06,0.0,0.002,False,2026-03-17.csv
2026-03-17 00:21:00,2026-03-17,75192.1,75228.4,75160.0,75164.6,84.316,84.13,168.446,0.18600000000000705,0.0011042114386806874,75181.65,89189.27,6.7e-06,0.0,0.095,False,2026-03-17.csv
2026-03-17 00:22:00,2026-03-17,75164.6,75193.9,75100.0,75158.1,102.088,262.053,364.141,-159.965,-0.43929411958554515,75138.68,89292.42,6.7e-06,0.0,0.044,False,2026-03-17.csv
2026-03-17 00:23:00,2026-03-17,75158.2,75196.6,75150.2,75186.3,51.483,46.533,98.016,4.949999999999996,0.050501958863858915,75175.32,89295.11,6.96e-06,0.0,0.0,False,2026-03-17.csv
2026-03-17 00:24:00,2026-03-17,75186.4,75186.4,75000.0,75045.0,101.704,198.802,300.506,-97.098,-0.3231150126786154,75064.53,89275.79,7.7e-06,0.0,0.015,False,2026-03-17.csv
2026-03-17 00:25:00,2026-03-17,75045.0,75045.1,74887.0,74926.1,446.559,327.003,773.562,119.55600000000004,0.15455257626408747,74923.98,89026.73,7.77e-06,0.0,0.375,False,2026-03-17.csv
2026-03-17 00:26:00,2026-03-17,74926.0,74931.3,74805.0,74816.6,110.766,188.81,299.576,-78.044,-0.26051486100355165,74848.82,88973.4,7.77e-06,0.0,1.364,False,2026-03-17.csv
2026-03-17 00:27:00,2026-03-17,74816.5,74939.7,74816.5,74908.3,201.391,142.528,343.919,58.863,0.17115367281249363,74905.73,88952.75,7.43e-06,0.0,0.0,False,2026-03-17.csv
2026-03-17 00:28:00,2026-03-17,74908.2,74948.3,74893.3,74903.0,81.648,154.283,235.931,-72.63499999999999,-0.30786543523318255,74915.5,88996.87,7.5e-06,0.0,0.0,False,2026-03-17.csv
2026-03-17 00:29:00,2026-03-17,74902.9,74966.0,74883.6,74939.7,77.224,50.684,127.908,26.540000000000006,0.20749288551146142,74933.22,89006.5,7.5e-06,0.0,0.0,False,2026-03-17.csv
2026-03-17 00:30:00,2026-03-17,74939.7,75048.7,74933.3,75048.6,104.347,74.607,178.954,29.739999999999995,0.16618795891681656,74986.1,89012.82,8.05e-06,0.026,0.0,False,2026-03-17.csv
2026-03-17 00:31:00,2026-03-17,75048.7,75175.8,75048.6,75173.2,160.178,221.561,381.739,-61.38300000000001,-0.16079834651424144,75128.69,88986.88,8.5e-06,0.5,0.0,False,2026-03-17.csv
2026-03-17 00:32:00,2026-03-17,75174.5,75199.0,75100.0,75159.3,148.228,126.143,274.371,22.085000000000008,0.08049320081203921,75164.58,89025.02,9.6e-06,0.003,0.0,False,2026-03-17.csv
2026-03-17 00:33:00,2026-03-17,75159.2,75198.0,75114.6,75143.5,66.972,90.079,157.051,-23.107,-0.14713054994874278,75151.39,89037.49,9.6e-06,0.0,0.0,False,2026-03-17.csv
2026-03-17 00:34:00,2026-03-17,75143.5,75157.4,75029.8,75036.4,45.805,94.681,140.486,-48.876,-0.3479065529661319,75092.93,89052.03,9.57e-06,0.0,0.0,False,2026-03-17.csv
2026-03-17 00:35:00,2026-03-17,75036.5,75135.7,75036.5,75117.9,50.992,43.761,94.753,7.2309999999999945,0.07631420641035107,75087.84,89046.14,9.45e-06,0.056,0.0,False,2026-03-17.csv
2026-03-17 00:36:00,2026-03-17,75117.9,75182.6,75072.8,75121.2,97.461,98.456,195.917,-0.9950000000000045,-0.005078681278296445,75118.79,89039.69,9.45e-06,0.0,0.0,False,2026-03-17.csv
2026-03-17 00:37:00,2026-03-17,75121.3,75192.8,75102.8,75171.5,48.135,42.4,90.535,5.734999999999999,0.06334566742143923,75144.6,89042.59,9e-06,0.0,0.0,False,2026-03-17.csv
2026-03-17 00:38:00,2026-03-17,75171.6,75171.6,75098.4,75109.7,38.834,110.465,149.299,-71.631,-0.47978218206417994,75127.98,89042.59,8.88e-06,0.0,0.0,False,2026-03-17.csv
2026-03-17 00:39:00,2026-03-17,75109.6,75109.7,75049.8,75067.9,76.946,49.678,126.624,27.268,0.21534622188526664,75064.16,89070.5,9.22e-06,0.0,0.0,False,2026-03-17.csv
2026-03-17 00:40:00,2026-03-17,75067.8,75067.9,74921.8,74962.8,54.166,197.311,251.477,-143.145,-0.5692170655765736,74991.31,89100.69,9.22e-06,0.0,0.17,False,2026-03-17.csv
2026-03-17 00:41:00,2026-03-17,74962.9,74967.7,74887.5,74910.4,38.923,85.742,124.665,-46.819,-0.3755584967713472,74923.89,89143.19,9.02e-06,0.0,0.019,False,2026-03-17.csv
2026-03-17 00:42:00,2026-03-17,74910.5,74948.7,74872.9,74904.8,100.458,54.742,155.2,45.716,0.2945618556701031,74908.1,89144.61,8.8e-06,0.0,0.009,False,2026-03-17.csv
2026-03-17 00:43:00,2026-03-17,74904.9,74946.9,74904.8,74912.1,39.402,34.813,74.215,4.588999999999999,0.061833861079296615,74927.78,89143.94,8.47e-06,0.0,0.0,False,2026-03-17.csv
2026-03-17 00:44:00,2026-03-17,74912.2,75006.6,74879.3,74968.7,68.473,87.464,155.937,-18.991,-0.12178636244124229,74932.94,89144.99,8.47e-06,0.0,0.0,False,2026-03-17.csv
2026-03-17 00:45:00,2026-03-17,74968.7,75050.1,74960.8,74960.9,51.458,109.783,161.241,-58.325,-0.361725615693279,75014.52,89159.61,8.46e-06,0.0,0.0,False,2026-03-17.csv
