ts,day,open,high,low,close,buy_qty,sell_qty,vol_1m,delta_1m,imbalance_1m,vwap,open_interest,funding_rate,liq_buy_qty,liq_sell_qty,is_synthetic,source_file,abs_delta_1m,delta_sign,delta_to_vol_ratio,delta_pct_60m,delta_pct_180m,vol_pct_60m,vol_pct_180m,close_minus_open,high_minus_low,body_to_range_ratio,close_location_in_range,price_move_sign,delta_price_alignment_1m,delta_price_efficiency_1m,dist_from_vwap,abs_dist_from_vwap,price_vs_vwap_side,high_above_vwap_flag,low_below_vwap_flag,oi_change_1m,abs_oi_change_1m,oi_change_pct_60m,oi_change_pct_180m,delta_oi_alignment_flag,price_oi_alignment_flag,liq_total_1m,liq_imbalance_1m,liq_dominant_side,liq_burst_flag,delta_vs_liq_relation_flag
2026-03-28 00:00:00,2026-03-28,66330.5,66384.0,66330.5,66364.2,129.663,31.08,160.743,98.58300000000001,0.6132957578246021,66365.66,95232.96,-8.012e-05,0.339,0.0,False,2026-03-28.csv,98.58300000000001,positive,0.6132957578246021,0.9344262295081968,0.9558011049723757,0.9180327868852459,0.9447513812154696,33.69999999999709,53.5,0.6299065420560204,0.6299065420560204,up,aligned,0.3418439284663389,-1.4600000000064028,1.4600000000064028,below,True,True,-2.6299999999901047,2.6299999999901047,0.3442622950819672,0.4198895027624309,opposed,opposed,0.339,0.339,buy,True,aligned
2026-03-28 00:01:00,2026-03-28,66364.1,66364.2,66311.9,66323.6,53.129,55.254,108.383,-2.125,-0.019606395836985507,66330.15,95181.88,-8.088e-05,0.0,0.0,False,2026-03-28.csv,2.125,negative,0.019606395836985507,0.04918032786885246,0.1270718232044199,0.8360655737704918,0.9060773480662984,-40.5,52.30000000000291,0.774378585085999,0.22370936902506675,down,aligned,19.058823529411764,-6.5499999999883585,6.5499999999883585,below,True,True,-51.080000000001746,51.080000000001746,0.9508196721311475,0.9668508287292817,aligned,aligned,0.0,0.0,balanced_or_unknown,False,flat_or_unknown
2026-03-28 00:02:00,2026-03-28,66323.7,66331.4,66312.6,66314.5,19.601,46.942,66.543,-27.341,-0.41087717716363853,66320.81,95161.2,-8.171e-05,0.027,0.0,False,2026-03-28.csv,27.341,negative,0.41087717716363853,0.7704918032786885,0.8342541436464088,0.7213114754098361,0.8397790055248618,-9.19999999999709,18.79999999998836,0.4893617021278078,0.10106382978698701,down,aligned,0.3364909842360224,-6.309999999997672,6.309999999997672,below,True,True,-20.680000000007567,20.680000000007567,0.8360655737704918,0.9060773480662984,aligned,aligned,0.027,0.027,buy,False,opposed
2026-03-28 00:03:00,2026-03-28,66314.6,66375.1,66312.6,66375.1,53.207,27.735,80.942,25.472,0.314694472585308,66344.63,95140.07,-8.271e-05,1.063,0.0,False,2026-03-28.csv,25.472,positive,0.314694472585308,0.7377049180327869,0.8176795580110497,0.7704918032786885,0.8839779005524862,60.5,62.5,0.968,1.0,up,aligned,2.3751570351758793,30.470000000001164,30.470000000001164,above,True,True,-21.129999999990105,21.129999999990105,0.8524590163934426,0.9116022099447514,opposed,opposed,1.063,1.063,buy,True,aligned
2026-03-28 00:04:00,2026-03-28,66375.0,66408.0,66369.0,66403.8,62.943,43.989,106.932,18.954,0.1772528335764785,66392.78,95116.16,-8.271e-05,0.217,0.0,False,2026-03-28.csv,18.954,positive,0.1772528335764785,0.6721311475409836,0.7679558011049724,0.819672131147541,0.9005524861878453,28.80000000000291,39.0,0.7384615384616131,0.892307692307767,up,aligned,1.5194681861350063,11.020000000004075,11.020000000004075,above,True,True,-23.910000000003492,23.910000000003492,0.8688524590163934,0.9281767955801105,opposed,opposed,0.217,0.217,buy,False,aligned
2026-03-28 00:05:00,2026-03-28,66403.8,66414.8,66400.0,66414.7,40.774,24.475,65.249,16.299,0.24979693175374337,66405.12,95102.67,-8.291e-05,1.083,0.0,False,2026-03-28.csv,16.299,positive,0.24979693175374337,0.5573770491803278,0.6961325966850829,0.6721311475409836,0.8232044198895028,10.89999999999418,14.80000000000291,0.7364864864859484,0.9932432432428513,up,aligned,0.6687526842133984,9.580000000001746,9.580000000001746,above,True,True,-13.490000000005239,13.490000000005239,0.7213114754098361,0.8342541436464088,opposed,opposed,1.083,1.083,buy,True,aligned
2026-03-28 00:06:00,2026-03-28,66414.8,66432.7,66386.9,66386.9,64.047,48.952,112.999,15.094999999999999,0.1335852529668404,66410.38,95095.26,-8.288e-05,0.627,0.0,False,2026-03-28.csv,15.094999999999999,positive,0.1335852529668404,0.5409836065573771,0.6850828729281768,0.8524590163934426,0.9116022099447514,-27.90000000000873,45.80000000000291,0.6091703056770078,0.0,down,opposed,1.8482941371320791,-23.480000000010477,23.480000000010477,below,True,True,-7.4100000000034925,7.4100000000034925,0.5245901639344263,0.6906077348066298,opposed,aligned,0.627,0.627,buy,True,aligned
2026-03-28 00:07:00,2026-03-28,66386.9,66407.6,66372.9,66403.5,18.275,22.352,40.627,-4.077000000000002,-0.10035198267162236,66391.63,95103.14,-8.288e-05,0.0,0.002,False,2026-03-28.csv,4.077000000000002,negative,0.10035198267162236,0.16393442622950818,0.23756906077348067,0.3770491803278688,0.6022099447513812,16.60000000000582,34.70000000001164,0.4783861671469813,0.8818443804033301,up,opposed,4.071621290165763,11.869999999995343,11.869999999995343,above,True,True,7.880000000004657,7.880000000004657,0.5573770491803278,0.7182320441988951,opposed,aligned,0.002,-0.002,sell,False,aligned
2026-03-28 00:08:00,2026-03-28,66403.4,66408.5,66377.9,66390.7,21.189,48.63,69.819,-27.441000000000003,-0.39303055042323726,66394.65,95103.64,-8.332e-05,0.0,0.0,False,2026-03-28.csv,27.441000000000003,negative,0.39303055042323726,0.7868852459016393,0.8342541436464088,0.7049180327868853,0.8397790055248618,-12.69999999999709,30.60000000000582,0.41503267973838803,0.4183006535947868,down,aligned,0.4628111220435512,-3.9499999999970896,3.9499999999970896,below,True,True,0.5,0.5,0.08196721311475409,0.08839779005524862,opposed,opposed,0.0,0.0,balanced_or_unknown,False,flat_or_unknown
2026-03-28 00:09:00,2026-03-28,66390.8,66409.3,66390.7,66409.2,33.08,23.649,56.729,9.430999999999997,0.16624654057007876,66400.11,95096.72,-8.373e-05,0.0,0.0,False,2026-03-28.csv,9.430999999999997,positive,0.16624654057007876,0.3770491803278688,0.49171270718232046,0.5573770491803278,0.7513812154696132,18.39999999999418,18.60000000000582,0.9892473118273345,0.9946236559136672,up,aligned,1.9510126179614233,9.089999999996508,9.089999999996508,above,True,True,-6.919999999998254,6.919999999998254,0.4918032786885246,0.6740331491712708,opposed,opposed,0.0,0.0,balanced_or_unknown,False,flat_or_unknown
2026-03-28 00:10:00,2026-03-28,66409.3,66409.3,66314.9,66315.2,11.961,82.554,94.515,-70.593,-0.7468973178860498,66352.21,95106.85,-8.411e-05,0.0,0.0,False,2026-03-28.csv,70.593,negative,0.7468973178860498,0.9016393442622951,0.9337016574585635,0.7540983606557377,0.8784530386740331,-94.10000000000582,94.40000000000873,0.9968220338982745,0.003177966101725452,down,aligned,1.3329933562818668,-37.01000000000931,37.01000000000931,below,True,True,10.130000000004657,10.130000000004657,0.639344262295082,0.7734806629834254,opposed,opposed,0.0,0.0,balanced_or_unknown,False,flat_or_unknown
2026-03-28 00:11:00,2026-03-28,66315.1,66330.8,66279.2,66280.4,16.793,51.027,67.82,-34.234,-0.5047773518136244,66304.67,95129.59,-8.411e-05,0.0,0.0,False,2026-03-28.csv,34.234,negative,0.5047773518136244,0.819672131147541,0.8895027624309392,0.6557377049180327,0.8176795580110497,-34.70000000001164,51.60000000000582,0.6724806201551885,0.023255813953429346,down,aligned,1.0136121983995923,-24.270000000004075,24.270000000004075,below,True,True,22.739999999990687,22.739999999990687,0.8524590163934426,0.9171270718232044,opposed,opposed,0.0,0.0,balanced_or_unknown,False,flat_or_unknown
