ts,day,open,high,low,close,buy_qty,sell_qty,vol_1m,delta_1m,imbalance_1m,vwap,open_interest,funding_rate,liq_buy_qty,liq_sell_qty,is_synthetic,source_file
2026-03-29 00:00:00,2026-03-29,66334.9,66343.4,66334.7,66334.7,69.283,26.449,95.732,42.834,0.4474365938244266,66337.57,93835.29,-3.68e-05,0.0,0.0,False,2026-03-29.csv
2026-03-29 00:01:00,2026-03-29,66334.8,66341.5,66317.7,66341.3,47.252,45.337,92.589,1.9149999999999991,0.02068280249273671,66329.25,93845.8,-3.68e-05,0.0,2.978,False,2026-03-29.csv
2026-03-29 00:02:00,2026-03-29,66341.3,66400.0,66341.2,66398.2,77.821,39.452,117.273,38.369,0.3271767585036624,66374.09,93836.02,-3.715e-05,0.0,0.0,False,2026-03-29.csv
2026-03-29 00:03:00,2026-03-29,66398.3,66432.7,66398.2,66421.1,77.765,25.127,102.892,52.638000000000005,0.5115849628736929,66418.42,93857.23,-3.703e-05,0.0,0.0,False,2026-03-29.csv
2026-03-29 00:04:00,2026-03-29,66421.1,66435.1,66408.8,66408.9,11.696,23.07,34.766,-11.374,-0.32715871828798254,66424.43,93871.16,-3.703e-05,0.0,0.002,False,2026-03-29.csv
2026-03-29 00:05:00,2026-03-29,66408.9,66434.2,66408.8,66430.6,18.702,7.449,26.151,11.253000000000002,0.43030859240564423,66427.14,93878.95,-3.704e-05,0.0,0.0,False,2026-03-29.csv
2026-03-29 00:06:00,2026-03-29,66430.6,66437.8,66422.9,66433.3,21.72,12.696,34.416,9.024,0.26220362622036264,66430.53,93881.23,-3.73e-05,0.0,0.0,False,2026-03-29.csv
2026-03-29 00:07:00,2026-03-29,66433.3,66433.3,66402.0,66402.0,3.839,23.689,27.528,-19.85,-0.7210839872130196,66415.23,93878.48,-3.733e-05,0.0,0.0,False,2026-03-29.csv
2026-03-29 00:08:00,2026-03-29,66402.1,66409.0,66390.8,66390.8,14.057,17.714,31.771,-3.6569999999999983,-0.11510496994114124,66404.74,93880.11,-3.733e-05,0.0,0.008,False,2026-03-29.csv
2026-03-29 00:09:00,2026-03-29,66390.8,66404.6,66390.8,66404.6,11.231,2.207,13.438,9.024000000000001,0.6715285012650692,66398.05,93884.52,-3.777e-05,0.0,0.007,False,2026-03-29.csv
2026-03-29 00:10:00,2026-03-29,66404.6,66407.2,66348.7,66350.0,7.541,48.385,55.926,-40.843999999999994,-0.7303222114937595,66395.62,93887.27,-3.796e-05,0.0,0.0,False,2026-03-29.csv
