ts,day,open,high,low,close,delta_1m,vol_1m,vwap,source_file,delta_sign,price_move_sign,price_vs_vwap_side,reference_direction,ret_fwd_5m,ret_fwd_15m,ret_fwd_30m,ret_fwd_60m,upside_max_5m,downside_max_5m,upside_max_15m,downside_max_15m,upside_max_30m,downside_max_30m,upside_max_60m,downside_max_60m,favorable_max_5m,adverse_max_5m,favorable_max_15m,adverse_max_15m,favorable_max_30m,adverse_max_30m,favorable_max_60m,adverse_max_60m,up_hit_10bp_5m_flag,down_hit_10bp_5m_flag,up_time_to_hit_10bp_5m_min,down_time_to_hit_10bp_5m_min,up_before_down_10bp_5m_flag,down_before_up_10bp_5m_flag,both_hit_10bp_5m_flag,up_hit_10bp_15m_flag,down_hit_10bp_15m_flag,up_time_to_hit_10bp_15m_min,down_time_to_hit_10bp_15m_min,up_before_down_10bp_15m_flag,down_before_up_10bp_15m_flag,both_hit_10bp_15m_flag,up_hit_10bp_30m_flag,down_hit_10bp_30m_flag,up_time_to_hit_10bp_30m_min,down_time_to_hit_10bp_30m_min,up_before_down_10bp_30m_flag,down_before_up_10bp_30m_flag,both_hit_10bp_30m_flag,up_hit_10bp_60m_flag,down_hit_10bp_60m_flag,up_time_to_hit_10bp_60m_min,down_time_to_hit_10bp_60m_min,up_before_down_10bp_60m_flag,down_before_up_10bp_60m_flag,both_hit_10bp_60m_flag,up_hit_25bp_5m_flag,down_hit_25bp_5m_flag,up_time_to_hit_25bp_5m_min,down_time_to_hit_25bp_5m_min,up_before_down_25bp_5m_flag,down_before_up_25bp_5m_flag,both_hit_25bp_5m_flag,up_hit_25bp_15m_flag,down_hit_25bp_15m_flag,up_time_to_hit_25bp_15m_min,down_time_to_hit_25bp_15m_min,up_before_down_25bp_15m_flag,down_before_up_25bp_15m_flag,both_hit_25bp_15m_flag,up_hit_25bp_30m_flag,down_hit_25bp_30m_flag,up_time_to_hit_25bp_30m_min,down_time_to_hit_25bp_30m_min,up_before_down_25bp_30m_flag,down_before_up_25bp_30m_flag,both_hit_25bp_30m_flag,up_hit_25bp_60m_flag,down_hit_25bp_60m_flag,up_time_to_hit_25bp_60m_min,down_time_to_hit_25bp_60m_min,up_before_down_25bp_60m_flag,down_before_up_25bp_60m_flag,both_hit_25bp_60m_flag,up_hit_50bp_5m_flag,down_hit_50bp_5m_flag,up_time_to_hit_50bp_5m_min,down_time_to_hit_50bp_5m_min,up_before_down_50bp_5m_flag,down_before_up_50bp_5m_flag,both_hit_50bp_5m_flag,up_hit_50bp_15m_flag,down_hit_50bp_15m_flag,up_time_to_hit_50bp_15m_min,down_time_to_hit_50bp_15m_min,up_before_down_50bp_15m_flag,down_before_up_50bp_15m_flag,both_hit_50bp_15m_flag,up_hit_50bp_30m_flag,down_hit_50bp_30m_flag,up_time_to_hit_50bp_30m_min,down_time_to_hit_50bp_30m_min,up_before_down_50bp_30m_flag,down_before_up_50bp_30m_flag,both_hit_50bp_30m_flag,up_hit_50bp_60m_flag,down_hit_50bp_60m_flag,up_time_to_hit_50bp_60m_min,down_time_to_hit_50bp_60m_min,up_before_down_50bp_60m_flag,down_before_up_50bp_60m_flag,both_hit_50bp_60m_flag
2026-03-20 00:00:00,2026-03-20,69871.8,69893.5,69870.7,69887.4,-18.063,32.691,69881.26,2026-03-20.csv,negative,up,above,up,-78.5,162.60000000000582,187.40000000000873,272.5,37.20000000001164,86.09999999999127,210.0,86.09999999999127,261.3000000000029,86.09999999999127,393.20000000001164,86.09999999999127,37.20000000001164,86.09999999999127,210.0,86.09999999999127,261.3000000000029,86.09999999999127,393.20000000001164,86.09999999999127,False,True,,4.0,False,False,False,True,True,9.0,4.0,False,True,True,True,True,9.0,4.0,False,True,True,True,True,9.0,4.0,False,True,True,False,False,,,False,False,False,True,False,11.0,,False,False,False,True,False,11.0,,False,False,False,True,False,11.0,,False,False,False,False,False,,,False,False,False,False,False,,,False,False,False,False,False,,,False,False,False,True,False,43.0,,False,False,False
2026-03-20 00:01:00,2026-03-20,69887.4,69892.3,69860.1,69882.2,-19.007999999999996,87.306,69879.94,2026-03-20.csv,negative,down,above,down,-12.5,182.6999999999971,210.8000000000029,377.1999999999971,42.40000000000873,80.89999999999418,215.1999999999971,80.89999999999418,266.5,80.89999999999418,398.40000000000873,80.89999999999418,80.89999999999418,42.40000000000873,80.89999999999418,215.1999999999971,80.89999999999418,266.5,80.89999999999418,398.40000000000873,False,True,,3.0,False,False,False,True,True,8.0,3.0,False,True,True,True,True,8.0,3.0,False,True,True,True,True,8.0,3.0,False,True,True,False,False,,,False,False,False,True,False,10.0,,False,False,False,True,False,10.0,,False,False,False,True,False,10.0,,False,False,False,False,False,,,False,False,False,False,False,,,False,False,False,False,False,,,False,False,False,True,False,40.0,,False,False,False
2026-03-20 00:02:00,2026-03-20,69882.2,69913.9,69854.4,69913.9,12.003999999999998,97.728,69882.19,2026-03-20.csv,positive,up,above,up,12.30000000000291,134.40000000000873,150.8000000000029,360.5,12.30000000000291,112.59999999999127,183.5,112.59999999999127,234.8000000000029,112.59999999999127,385.20000000001164,112.59999999999127,12.30000000000291,112.59999999999127,183.5,112.59999999999127,234.8000000000029,112.59999999999127,385.20000000001164,112.59999999999127,False,True,,2.0,False,False,False,True,True,8.0,2.0,False,True,True,True,True,8.0,2.0,False,True,True,True,True,8.0,2.0,False,True,True,False,False,,,False,False,False,True,False,10.0,,False,False,False,True,False,10.0,,False,False,False,True,False,10.0,,False,False,False,False,False,,,False,False,False,False,False,,,False,False,False,False,False,,,False,False,False,True,False,50.0,,False,False,False
2026-03-20 00:03:00,2026-03-20,69914.1,69924.6,69846.3,69857.8,-33.437999999999995,155.042,69887.13,2026-03-20.csv,negative,down,below,down,69.69999999999709,248.09999999999127,211.89999999999418,458.6999999999971,91.69999999999709,56.5,248.09999999999127,56.5,290.8999999999942,56.5,498.1999999999971,56.5,56.5,91.69999999999709,56.5,248.09999999999127,56.5,290.8999999999942,56.5,498.1999999999971,True,False,5.0,,False,False,False,True,False,5.0,,False,False,False,True,False,5.0,,False,False,False,True,False,5.0,,False,False,False,False,False,,,False,False,False,True,False,8.0,,False,False,False,True,False,8.0,,False,False,False,True,False,8.0,,False,False,False,False,False,,,False,False,False,False,False,,,False,False,False,False,False,,,False,False,False,True,False,37.0,,False,False,False
2026-03-20 00:04:00,2026-03-20,69857.9,69867.7,69805.5,69805.5,-16.749,68.867,69839.2,2026-03-20.csv,negative,down,below,down,177.5,324.1000000000058,279.6000000000058,466.0,177.5,4.19999999999709,343.1999999999971,4.19999999999709,343.1999999999971,4.19999999999709,550.5,4.19999999999709,4.19999999999709,177.5,4.19999999999709,343.1999999999971,4.19999999999709,343.1999999999971,4.19999999999709,550.5,True,False,3.0,,False,False,False,True,False,3.0,,False,False,False,True,False,3.0,,False,False,False,True,False,3.0,,False,False,False,True,False,5.0,,False,False,False,True,False,5.0,,False,False,False,True,False,5.0,,False,False,False,True,False,5.0,,False,False,False,False,False,,,False,False,False,False,False,,,False,False,False,False,False,,,False,False,False,True,False,35.0,,False,False,False
2026-03-20 00:05:00,2026-03-20,69805.5,69840.4,69801.3,69808.9,-11.759,67.827,69820.03,2026-03-20.csv,negative,up,below,up,164.10000000000582,289.40000000000873,252.10000000000582,481.1000000000058,193.5,0.09999999999126885,339.8000000000029,0.09999999999126885,339.8000000000029,0.09999999999126885,547.1000000000058,0.09999999999126885,193.5,0.09999999999126885,339.8000000000029,0.09999999999126885,339.8000000000029,0.09999999999126885,547.1000000000058,0.09999999999126885,True,False,2.0,,False,False,False,True,False,2.0,,False,False,False,True,False,2.0,,False,False,False,True,False,2.0,,False,False,False,True,False,5.0,,False,False,False,True,False,5.0,,False,False,False,True,False,5.0,,False,False,False,True,False,5.0,,False,False,False,False,False,,,False,False,False,False,False,,,False,False,False,False,False,,,False,False,False,True,False,34.0,,False,False,False
2026-03-20 00:06:00,2026-03-20,69808.9,69869.9,69808.8,69869.7,74.82300000000001,108.101,69843.92,2026-03-20.csv,positive,up,above,up,217.40000000000873,207.3000000000029,250.3000000000029,470.1999999999971,217.40000000000873,0.09999999999126885,279.0,0.09999999999126885,279.0,0.09999999999126885,486.3000000000029,0.09999999999126885,217.40000000000873,0.09999999999126885,279.0,0.09999999999126885,279.0,0.09999999999126885,486.3000000000029,0.09999999999126885,True,False,2.0,,False,False,False,True,False,2.0,,False,False,False,True,False,2.0,,False,False,False,True,False,2.0,,False,False,False,True,False,5.0,,False,False,False,True,False,5.0,,False,False,False,True,False,5.0,,False,False,False,True,False,5.0,,False,False,False,False,False,,,False,False,False,False,False,,,False,False,False,False,False,,,False,False,False,True,False,35.0,,False,False,False
2026-03-20 00:07:00,2026-03-20,69869.7,69926.2,69869.6,69926.2,19.0,37.706,69902.71,2026-03-20.csv,positive,up,above,up,127.0,124.80000000000291,102.10000000000582,429.8000000000029,171.1999999999971,5.5,222.5,5.5,222.5,22.39999999999418,429.8000000000029,22.39999999999418,171.1999999999971,5.5,222.5,5.5,222.5,22.39999999999418,429.8000000000029,22.39999999999418,True,False,3.0,,False,False,False,True,False,3.0,,False,False,False,True,False,3.0,,False,False,False,True,False,3.0,,False,False,False,False,False,,,False,False,False,True,False,11.0,,False,False,False,True,False,11.0,,False,False,False,True,False,11.0,,False,False,False,False,False,,,False,False,False,False,False,,,False,False,False,False,False,,,False,False,False,True,False,45.0,,False,False,False
2026-03-20 00:08:00,2026-03-20,69926.2,69949.5,69920.7,69927.5,25.451,54.511,69938.97,2026-03-20.csv,positive,up,below,up,92.39999999999418,123.60000000000582,177.6999999999971,431.3000000000029,169.89999999999418,2.5,221.1999999999971,2.5,221.1999999999971,23.69999999999709,472.5,23.69999999999709,169.89999999999418,2.5,221.1999999999971,2.5,221.1999999999971,23.69999999999709,472.5,23.69999999999709,True,False,2.0,,False,False,False,True,False,2.0,,False,False,False,True,False,2.0,,False,False,False,True,False,2.0,,False,False,False,False,False,,,False,False,False,True,False,10.0,,False,False,False,True,False,10.0,,False,False,False,True,False,10.0,,False,False,False,False,False,,,False,False,False,False,False,,,False,False,False,False,False,,,False,False,False,True,False,44.0,,False,False,False
2026-03-20 00:09:00,2026-03-20,69927.4,69983.0,69925.0,69983.0,49.105,80.923,69945.38,2026-03-20.csv,positive,up,above,up,43.60000000000582,-59.5,170.60000000000582,360.3999999999942,114.39999999999418,15.10000000000582,165.6999999999971,59.60000000000582,182.1999999999971,79.19999999999709,417.0,79.19999999999709,114.39999999999418,15.10000000000582,165.6999999999971,59.60000000000582,182.1999999999971,79.19999999999709,417.0,79.19999999999709,True,False,2.0,,False,False,False,True,False,2.0,,False,False,False,True,True,2.0,16.0,True,False,True,True,True,2.0,16.0,True,False,True,False,False,,,False,False,False,False,False,,,False,False,False,True,False,30.0,,False,False,False,True,False,30.0,,False,False,False,False,False,,,False,False,False,False,False,,,False,False,False,False,False,,,False,False,False,True,False,54.0,,False,False,False
