ts,day,open,high,low,close,buy_qty,sell_qty,vol_1m,delta_1m,imbalance_1m,vwap,open_interest,funding_rate,liq_buy_qty,liq_sell_qty,is_synthetic,source_file,abs_delta_1m,delta_sign,delta_to_vol_ratio,delta_pct_60m,delta_pct_180m,vol_pct_60m,vol_pct_180m,close_minus_open,high_minus_low,body_to_range_ratio,close_location_in_range,price_move_sign,delta_price_alignment_1m,delta_price_efficiency_1m,dist_from_vwap,abs_dist_from_vwap,price_vs_vwap_side,high_above_vwap_flag,low_below_vwap_flag,oi_change_1m,abs_oi_change_1m,oi_change_pct_60m,oi_change_pct_180m,delta_oi_alignment_flag,price_oi_alignment_flag,liq_total_1m,liq_imbalance_1m,liq_dominant_side,liq_burst_flag,delta_vs_liq_relation_flag
2026-03-29 00:00:00,2026-03-29,66334.9,66343.4,66334.7,66334.7,69.283,26.449,95.732,42.834,0.4474365938244266,66337.57,93835.29,-3.68e-05,0.0,0.0,False,2026-03-29.csv,42.834,positive,0.4474365938244266,0.8032786885245902,0.8784530386740331,0.7540983606557377,0.861878453038674,-0.19999999999708962,8.69999999999709,0.0229885057467996,0.0,down,opposed,0.0046691880281339495,-2.8700000000098953,2.8700000000098953,below,True,True,5.25,5.25,0.5081967213114754,0.6243093922651933,aligned,opposed,0.0,0.0,balanced_or_unknown,False,flat_or_unknown
2026-03-29 00:01:00,2026-03-29,66334.8,66341.5,66317.7,66341.3,47.252,45.337,92.589,1.9149999999999991,0.02068280249273671,66329.25,93845.8,-3.68e-05,0.0,2.978,False,2026-03-29.csv,1.9149999999999991,positive,0.02068280249273671,0.14754098360655737,0.17679558011049723,0.7049180327868853,0.8453038674033149,6.5,23.80000000000291,0.2731092436974456,0.9915966386555854,up,aligned,3.3942558746736307,12.05000000000291,12.05000000000291,above,True,True,10.510000000009313,10.510000000009313,0.6885245901639344,0.7955801104972375,aligned,aligned,2.978,-2.978,sell,True,opposed
2026-03-29 00:02:00,2026-03-29,66341.3,66400.0,66341.2,66398.2,77.821,39.452,117.273,38.369,0.3271767585036624,66374.09,93836.02,-3.715e-05,0.0,0.0,False,2026-03-29.csv,38.369,positive,0.3271767585036624,0.7704918032786885,0.861878453038674,0.7868852459016393,0.8950276243093923,56.89999999999418,58.80000000000291,0.9676870748297851,0.9693877551019928,up,aligned,1.4829680210585154,24.110000000000582,24.110000000000582,above,True,True,-9.779999999998836,9.779999999998836,0.6721311475409836,0.7845303867403315,opposed,opposed,0.0,0.0,balanced_or_unknown,False,flat_or_unknown
2026-03-29 00:03:00,2026-03-29,66398.3,66432.7,66398.2,66421.1,77.765,25.127,102.892,52.638000000000005,0.5115849628736929,66418.42,93857.23,-3.703e-05,0.0,0.0,False,2026-03-29.csv,52.638000000000005,positive,0.5115849628736929,0.8360655737704918,0.9005524861878453,0.7377049180327869,0.8729281767955801,22.80000000000291,34.5,0.6608695652174756,0.663768115942282,up,aligned,0.43314715604701753,2.680000000007567,2.680000000007567,above,True,True,21.20999999999185,21.20999999999185,0.7704918032786885,0.8729281767955801,aligned,aligned,0.0,0.0,balanced_or_unknown,False,flat_or_unknown
2026-03-29 00:04:00,2026-03-29,66421.1,66435.1,66408.8,66408.9,11.696,23.07,34.766,-11.374,-0.32715871828798254,66424.43,93871.16,-3.703e-05,0.0,0.002,False,2026-03-29.csv,11.374,negative,0.32715871828798254,0.4426229508196721,0.569060773480663,0.3770491803278688,0.574585635359116,-12.200000000011642,26.30000000000291,0.46387832699658904,0.003802281368488889,down,aligned,1.072621768947744,-15.529999999998836,15.529999999998836,below,True,True,13.930000000007567,13.930000000007567,0.7049180327868853,0.8232044198895028,opposed,opposed,0.002,-0.002,sell,False,aligned
2026-03-29 00:05:00,2026-03-29,66408.9,66434.2,66408.8,66430.6,18.702,7.449,26.151,11.253000000000002,0.43030859240564423,66427.14,93878.95,-3.704e-05,0.0,0.0,False,2026-03-29.csv,11.253000000000002,positive,0.43030859240564423,0.4262295081967213,0.56353591160221,0.2459016393442623,0.4419889502762431,21.70000000001164,25.39999999999418,0.8543307086620714,0.8582677165357443,up,aligned,1.9283746556484171,3.460000000006403,3.460000000006403,above,True,True,7.789999999993597,7.789999999993597,0.639344262295082,0.7403314917127072,aligned,aligned,0.0,0.0,balanced_or_unknown,False,flat_or_unknown
2026-03-29 00:06:00,2026-03-29,66430.6,66437.8,66422.9,66433.3,21.72,12.696,34.416,9.024,0.26220362622036264,66430.53,93881.23,-3.73e-05,0.0,0.0,False,2026-03-29.csv,9.024,positive,0.26220362622036264,0.3770491803278688,0.5138121546961326,0.3442622950819672,0.56353591160221,2.6999999999970896,14.900000000008731,0.18120805369097365,0.697986577181385,up,aligned,0.29920212765925197,2.7700000000040745,2.7700000000040745,above,True,True,2.279999999998836,2.279999999998836,0.18032786885245902,0.35359116022099446,aligned,aligned,0.0,0.0,balanced_or_unknown,False,flat_or_unknown
2026-03-29 00:07:00,2026-03-29,66433.3,66433.3,66402.0,66402.0,3.839,23.689,27.528,-19.85,-0.7210839872130196,66415.23,93878.48,-3.733e-05,0.0,0.0,False,2026-03-29.csv,19.85,negative,0.7210839872130196,0.6229508196721312,0.7403314917127072,0.2459016393442623,0.4585635359116022,-31.30000000000291,31.30000000000291,1.0,0.0,down,aligned,1.576826196473698,-13.229999999995925,13.229999999995925,below,True,True,-2.75,2.75,0.26229508196721313,0.40331491712707185,aligned,aligned,0.0,0.0,balanced_or_unknown,False,flat_or_unknown
2026-03-29 00:08:00,2026-03-29,66402.1,66409.0,66390.8,66390.8,14.057,17.714,31.771,-3.6569999999999983,-0.11510496994114124,66404.74,93880.11,-3.733e-05,0.0,0.008,False,2026-03-29.csv,3.6569999999999983,negative,0.11510496994114124,0.18032786885245902,0.24861878453038674,0.3114754098360656,0.5469613259668509,-11.30000000000291,18.19999999999709,0.6208791208793801,0.0,down,aligned,3.089964451737193,-13.940000000002328,13.940000000002328,below,True,True,1.6300000000046566,1.6300000000046566,0.14754098360655737,0.27624309392265195,opposed,opposed,0.008,-0.008,sell,False,aligned
2026-03-29 00:09:00,2026-03-29,66390.8,66404.6,66390.8,66404.6,11.231,2.207,13.438,9.024000000000001,0.6715285012650692,66398.05,93884.52,-3.777e-05,0.0,0.007,False,2026-03-29.csv,9.024000000000001,positive,0.6715285012650692,0.39344262295081966,0.5193370165745856,0.04918032786885246,0.2265193370165746,13.80000000000291,13.80000000000291,1.0,1.0,up,aligned,1.5292553191492586,6.55000000000291,6.55000000000291,above,True,True,4.4100000000034925,4.4100000000034925,0.4098360655737705,0.5414364640883977,aligned,aligned,0.007,-0.007,sell,False,opposed
