ts,day,open,high,low,close,buy_qty,sell_qty,vol_1m,delta_1m,imbalance_1m,vwap,open_interest,funding_rate,liq_buy_qty,liq_sell_qty,is_synthetic,source_file
2026-03-20 00:00:00,2026-03-20,69871.8,69893.5,69870.7,69887.4,7.314,25.377,32.691,-18.063,-0.5525373956134715,69881.26,86873.07,5.98e-06,0.0,0.0,False,2026-03-20.csv
2026-03-20 00:01:00,2026-03-20,69887.4,69892.3,69860.1,69882.2,34.149,53.157,87.306,-19.007999999999996,-0.21771699539550543,69879.94,86862.96,6.25e-06,0.0,0.0,False,2026-03-20.csv
2026-03-20 00:02:00,2026-03-20,69882.2,69913.9,69854.4,69913.9,54.866,42.862,97.728,12.003999999999998,0.12283071381794367,69882.19,86858.47,6.25e-06,0.0,0.0,False,2026-03-20.csv
2026-03-20 00:03:00,2026-03-20,69914.1,69924.6,69846.3,69857.8,60.802,94.24,155.042,-33.437999999999995,-0.21567059248461704,69887.13,86854.45,6.35e-06,0.0,0.0,False,2026-03-20.csv
2026-03-20 00:04:00,2026-03-20,69857.9,69867.7,69805.5,69805.5,26.059,42.808,68.867,-16.749,-0.24320792251731596,69839.2,86844.08,6.46e-06,0.0,0.0,False,2026-03-20.csv
2026-03-20 00:05:00,2026-03-20,69805.5,69840.4,69801.3,69808.9,28.034,39.793,67.827,-11.759,-0.17336753800109103,69820.03,86848.98,6.46e-06,0.0,0.0,False,2026-03-20.csv
2026-03-20 00:06:00,2026-03-20,69808.9,69869.9,69808.8,69869.7,91.462,16.639,108.101,74.82300000000001,0.692158259405556,69843.92,86851.37,6.15e-06,0.0,0.0,False,2026-03-20.csv
2026-03-20 00:07:00,2026-03-20,69869.7,69926.2,69869.6,69926.2,28.353,9.353,37.706,19.0,0.5038985837797697,69902.71,86839.69,6.28e-06,0.0,0.0,False,2026-03-20.csv
2026-03-20 00:08:00,2026-03-20,69926.2,69949.5,69920.7,69927.5,39.981,14.53,54.511,25.451,0.4668965896791473,69938.97,86835.69,7.32e-06,0.0,0.0,False,2026-03-20.csv
2026-03-20 00:09:00,2026-03-20,69927.4,69983.0,69925.0,69983.0,65.014,15.909,80.923,49.105,0.6068114133188339,69945.38,86824.53,7.32e-06,0.03,0.0,False,2026-03-20.csv
2026-03-20 00:10:00,2026-03-20,69983.0,70002.4,69967.9,69973.0,61.72,24.288,86.008,37.432,0.43521532880662267,69992.69,86805.73,8.36e-06,0.004,0.0,False,2026-03-20.csv
2026-03-20 00:11:00,2026-03-20,69973.0,70087.1,69973.0,70087.1,112.48,45.817,158.297,66.66300000000001,0.4211261110444292,70026.9,86775.28,9.19e-06,0.027,0.0,False,2026-03-20.csv
2026-03-20 00:12:00,2026-03-20,70087.1,70097.4,70035.3,70053.2,40.702,30.081,70.783,10.620999999999999,0.15005015328539337,70052.88,86778.11,9.19e-06,0.266,0.0,False,2026-03-20.csv
2026-03-20 00:13:00,2026-03-20,70053.3,70053.3,70000.2,70019.9,29.254,28.459,57.713,0.7950000000000017,0.013775059345381487,70018.22,86781.35,9.72e-06,0.0,0.0,False,2026-03-20.csv
2026-03-20 00:14:00,2026-03-20,70020.0,70028.6,70008.2,70026.6,18.769,8.911,27.68,9.857999999999999,0.3561416184971098,70017.95,86789.08,9.6e-06,0.0,0.0,False,2026-03-20.csv
2026-03-20 00:15:00,2026-03-20,70026.7,70050.0,70026.7,70050.0,28.371,12.379,40.75,15.991999999999999,0.392441717791411,70041.56,86794.07,9.77e-06,0.0,0.0,False,2026-03-20.csv
2026-03-20 00:16:00,2026-03-20,70050.0,70091.1,70049.9,70064.9,33.754,17.371,51.125,16.383,0.32044987775061123,70075.84,86803.15,9.77e-06,0.0,0.0,False,2026-03-20.csv
2026-03-20 00:17:00,2026-03-20,70064.9,70065.0,70036.8,70048.3,9.52,10.964,20.484,-1.4440000000000008,-0.07049404413200551,70048.33,86802.69,1.053e-05,0.0,0.0,False,2026-03-20.csv
2026-03-20 00:18:00,2026-03-20,70048.4,70105.9,70048.3,70105.9,68.685,8.052,76.737,60.633,0.7901403495054538,70087.74,86805.54,1.05e-05,0.0,0.0,False,2026-03-20.csv
2026-03-20 00:19:00,2026-03-20,70105.8,70148.7,70105.8,70129.6,59.438,23.211,82.649,36.227000000000004,0.4383235126861789,70129.15,86829.03,1.098e-05,0.265,0.005,False,2026-03-20.csv
2026-03-20 00:20:00,2026-03-20,70129.6,70129.6,70060.1,70098.3,23.839,38.23,62.069,-14.390999999999998,-0.2318548711917382,70095.5,86816.81,1.098e-05,0.042,0.037,False,2026-03-20.csv
2026-03-20 00:21:00,2026-03-20,70098.3,70112.0,70076.8,70077.0,52.506,36.781,89.287,15.725000000000001,0.17611746390851973,70094.16,86823.02,1.143e-05,0.0,0.0,False,2026-03-20.csv
2026-03-20 00:22:00,2026-03-20,70077.1,70085.1,70049.9,70051.0,12.524,21.276,33.8,-8.752,-0.2589349112426036,70068.06,86806.13,1.176e-05,0.004,0.004,False,2026-03-20.csv
2026-03-20 00:23:00,2026-03-20,70051.0,70075.8,70037.0,70051.1,14.111,35.517,49.628,-21.406000000000002,-0.4313290884178287,70052.17,86792.89,1.176e-05,0.0,0.0,False,2026-03-20.csv
2026-03-20 00:24:00,2026-03-20,70051.1,70051.1,69923.4,69923.5,18.765,41.604,60.369,-22.839,-0.37832331163345423,69985.2,86798.36,1.16e-05,0.0,0.0,False,2026-03-20.csv
2026-03-20 00:25:00,2026-03-20,69923.4,69965.2,69903.8,69965.2,21.87,30.055,51.925,-8.184999999999999,-0.15763119884448723,69929.04,86793.64,1.101e-05,0.0,0.029,False,2026-03-20.csv
2026-03-20 00:26:00,2026-03-20,69965.2,70028.6,69965.2,70028.6,50.181,19.075,69.256,31.105999999999998,0.44914520041584843,70005.14,86804.77,9.06e-06,0.0,0.0,False,2026-03-20.csv
2026-03-20 00:27:00,2026-03-20,70028.5,70055.2,70028.5,70032.1,21.164,6.521,27.685,14.643,0.5289145746794294,70043.58,86794.92,9.06e-06,0.0,0.0,False,2026-03-20.csv
2026-03-20 00:28:00,2026-03-20,70032.0,70032.1,69973.6,69984.0,28.416,16.239,44.655,12.177,0.2726906281491434,70000.49,86799.01,9.78e-06,0.0,0.0,False,2026-03-20.csv
2026-03-20 00:29:00,2026-03-20,69984.0,70059.8,69984.0,70054.7,27.316,8.633,35.949,18.683,0.5197084758964088,70019.12,86786.5,9.67e-06,0.0,0.0,False,2026-03-20.csv
2026-03-20 00:30:00,2026-03-20,70054.6,70093.4,70054.6,70074.8,66.145,26.658,92.803,39.486999999999995,0.4254927103649666,70073.6,86768.83,9.67e-06,0.085,0.0,False,2026-03-20.csv
2026-03-20 00:31:00,2026-03-20,70074.9,70100.1,70060.3,70093.0,46.528,24.188,70.716,22.34,0.3159115334577748,70078.46,86775.34,9.65e-06,0.0,0.0,False,2026-03-20.csv
2026-03-20 00:32:00,2026-03-20,70093.1,70110.0,70064.7,70064.7,27.449,33.439,60.888,-5.989999999999998,-0.09837734857443173,70089.95,86785.19,1e-05,0.0,0.0,False,2026-03-20.csv
2026-03-20 00:33:00,2026-03-20,70064.8,70086.6,70064.8,70069.7,17.7,13.708,31.408,3.991999999999999,0.12710137544574626,70077.47,86786.33,1.018e-05,0.0,0.0,False,2026-03-20.csv
2026-03-20 00:34:00,2026-03-20,70069.7,70093.1,70069.7,70085.1,18.352,24.456,42.808,-6.103999999999999,-0.14259017006167068,70085.5,86788.32,1.018e-05,0.0,0.0,False,2026-03-20.csv
2026-03-20 00:35:00,2026-03-20,70085.1,70100.0,70056.4,70061.0,17.419,33.567,50.986,-16.148,-0.3167143921860903,70085.82,86798.3,1.01e-05,0.0,0.0,False,2026-03-20.csv
2026-03-20 00:36:00,2026-03-20,70061.1,70120.0,70057.1,70120.0,81.574,17.154,98.728,64.42,0.6524997974232235,70094.79,86801.43,1.061e-05,0.0,0.0,False,2026-03-20.csv
2026-03-20 00:37:00,2026-03-20,70120.2,70130.1,70020.6,70028.3,33.841,46.412,80.253,-12.570999999999998,-0.15664211929772093,70083.87,86793.91,1.061e-05,0.0,0.0,False,2026-03-20.csv
2026-03-20 00:38:00,2026-03-20,70028.2,70105.2,70018.0,70105.2,31.32,14.886,46.206,16.434,0.35566809505259056,70057.15,86789.77,1.09e-05,0.0,0.0,False,2026-03-20.csv
2026-03-20 00:39:00,2026-03-20,70105.2,70165.2,70099.7,70153.6,143.82,38.612,182.432,105.208,0.5766970706893527,70135.28,86756.91,1.061e-05,0.0,0.003,False,2026-03-20.csv
2026-03-20 00:40:00,2026-03-20,70153.6,70214.9,70150.0,70205.8,89.943,18.186,108.129,71.757,0.6636240046610993,70188.48,86751.63,1.094e-05,1.13,0.0,False,2026-03-20.csv
2026-03-20 00:41:00,2026-03-20,70205.8,70234.4,70180.0,70210.0,57.555,80.805,138.36,-23.250000000000007,-0.1680398959236774,70213.08,86751.12,1.094e-05,0.005,0.0,False,2026-03-20.csv
2026-03-20 00:42:00,2026-03-20,70210.2,70220.0,70174.2,70202.0,35.644,26.355,61.999,9.288999999999998,0.1498249971773738,70201.58,86778.65,1.171e-05,0.0,0.0,False,2026-03-20.csv
2026-03-20 00:43:00,2026-03-20,70202.0,70238.5,70186.8,70186.8,37.214,35.618,72.832,1.5959999999999965,0.021913444639718758,70211.15,86796.15,1.204e-05,0.0,0.0,False,2026-03-20.csv
