source_date,ts,delta,abs_delta,price,rolling_max,rolling_min,threshold_abs_delta,is_owner_max,is_owner_min,Timestamp,Open,High,Low,Close,Volume,AggTrades,BuyQty,SellQty,VWAP,OpenInterest,FundingRate,LiqBuyQty,LiqSellQty,IsSynthetic
2026-03-29,2026-03-29 00:20:00+00:00,42.32600000000001,42.32600000000001,66436.0,105.763,-40.843999999999994,41.332499999999996,False,False,2026-03-29 00:20:00,66415.5,66455.5,66415.5,66436.0,58.732,511,50.529,8.203,66439.39,93842.99,-3.97e-05,0.146,0.0,0
2026-03-29,2026-03-29 01:05:00+00:00,60.77600000000001,60.77600000000001,66488.8,105.763,-57.351,41.332499999999996,False,False,2026-03-29 01:05:00,66466.4,66517.1,66466.4,66488.8,112.048,848,86.412,25.636,66492.48,93878.1,-4.193e-05,0.136,0.0,0
2026-03-29,2026-03-29 01:06:00+00:00,61.433,61.433,66517.2,105.763,-57.351,41.332499999999996,False,False,2026-03-29 01:06:00,66488.8,66530.0,66488.7,66517.2,101.519,719,81.476,20.043,66513.5,93873.45,-4.187e-05,0.082,0.0,0
2026-03-29,2026-03-29 01:19:00+00:00,52.80799999999999,52.80799999999999,66538.2,121.92799999999998,-196.623,41.332499999999996,False,False,2026-03-29 01:19:00,66504.2,66538.5,66504.1,66538.2,60.756,553,56.782,3.974,66521.23,93888.73,-4.229e-05,0.0,0.0,0
2026-03-29,2026-03-29 01:23:00+00:00,44.29400000000001,44.29400000000001,66547.5,121.92799999999998,-196.623,41.332499999999996,False,False,2026-03-29 01:23:00,66560.0,66585.9,66547.5,66547.5,87.786,816,66.04,21.746,66569.96,93897.09,-4.259e-05,1.382,0.0,0
2026-03-29,2026-03-29 01:58:00+00:00,108.77600000000001,108.77600000000001,66540.5,121.92799999999998,-313.783,41.332499999999996,False,False,2026-03-29 01:58:00,66485.9,66540.6,66485.9,66540.5,126.226,897,117.501,8.725,66503.32,94084.83,-4.576e-05,0.0,0.0,0
2026-03-29,2026-03-29 02:06:00+00:00,56.44500000000001,56.44500000000001,66571.3,124.31,-313.783,41.332499999999996,False,False,2026-03-29 02:06:00,66554.6,66591.1,66554.6,66571.3,78.967,570,67.706,11.261,66576.77,94132.92,-4.583e-05,0.0,0.0,0
2026-03-29,2026-03-29 02:11:00+00:00,-44.997,44.997,66567.2,124.31,-313.783,41.332499999999996,False,False,2026-03-29 02:11:00,66562.6,66572.8,66548.0,66567.2,73.507,467,14.255,59.252,66560.1,94135.51,-4.584e-05,0.0,0.0,0
2026-03-29,2026-03-29 02:20:00+00:00,108.71199999999999,108.71199999999999,66592.5,124.31,-313.783,41.332499999999996,False,False,2026-03-29 02:20:00,66565.2,66601.6,66550.0,66592.5,142.054,898,125.383,16.671,66587.88,94109.39,-4.537e-05,0.0,0.0,0
2026-03-29,2026-03-29 02:28:00+00:00,41.736000000000004,41.736000000000004,66641.0,124.31,-313.783,41.332499999999996,False,False,2026-03-29 02:28:00,66618.3,66649.4,66618.2,66641.0,94.386,660,68.061,26.325,66630.45,94112.49,-4.491e-05,0.017,0.137,0
2026-03-29,2026-03-29 02:32:00+00:00,-68.96900000000001,68.96900000000001,66561.2,124.31,-313.783,41.332499999999996,False,False,2026-03-29 02:32:00,66591.2,66591.3,66529.7,66561.2,94.081,1022,12.556,81.525,66555.61,94124.84,-4.561e-05,0.0,0.0,0
2026-03-29,2026-03-29 02:41:00+00:00,84.611,84.611,66701.7,124.31,-313.783,41.332499999999996,False,False,2026-03-29 02:41:00,66650.0,66729.5,66649.9,66701.7,157.753,1295,121.182,36.571,66694.53,94135.86,-4.658e-05,0.04,0.0,0
2026-03-29,2026-03-29 02:53:00+00:00,-97.826,97.826,66756.0,155.171,-313.783,41.332499999999996,False,False,2026-03-29 02:53:00,66759.3,66759.3,66752.1,66756.0,140.768,276,21.471,119.297,66752.82,94175.82,-4.678e-05,0.0,0.0,0
2026-03-29,2026-03-29 02:54:00+00:00,69.605,69.605,66784.9,155.171,-313.783,41.332499999999996,False,False,2026-03-29 02:54:00,66756.0,66820.0,66754.6,66784.9,159.681,1268,114.643,45.038,66794.29,94194.02,-4.678e-05,2.683,0.0,0
2026-03-29,2026-03-29 02:56:00+00:00,-45.879,45.879,66744.1,155.171,-313.783,41.332499999999996,False,False,2026-03-29 02:56:00,66770.1,66770.1,66732.1,66744.1,67.361,508,10.741,56.62,66756.24,94201.28,-4.641e-05,0.012,0.0,0
2026-03-29,2026-03-29 03:00:00+00:00,122.64699999999999,122.64699999999999,66773.6,155.171,-313.783,41.332499999999996,False,False,2026-03-29 03:00:00,66754.9,66773.7,66744.2,66773.6,143.221,399,132.934,10.287,66762.16,94229.87,-4.603e-05,0.0,0.0,0
2026-03-29,2026-03-29 03:10:00+00:00,89.62100000000001,89.62100000000001,66771.4,155.171,-313.783,41.332499999999996,False,False,2026-03-29 03:10:00,66774.3,66774.4,66745.0,66771.4,135.165,502,112.393,22.772,66764.93,94421.61,-4.359e-05,0.0,0.0,0
2026-03-29,2026-03-29 03:12:00+00:00,-48.211,48.211,66740.8,155.171,-313.783,41.332499999999996,False,False,2026-03-29 03:12:00,66756.3,66756.4,66740.7,66740.8,58.135,236,4.962,53.173,66754.12,94453.84,-4.313e-05,0.0,0.0,0
2026-03-29,2026-03-29 03:19:00+00:00,-96.64500000000001,96.64500000000001,67007.2,286.12899999999996,-313.783,41.332499999999996,False,False,2026-03-29 03:19:00,67017.6,67031.4,66980.0,67007.2,241.087,1249,72.221,168.866,67009.52,94448.25,-3.98e-05,0.0,0.0,0
2026-03-29,2026-03-29 03:23:00+00:00,-145.779,145.779,66956.8,286.12899999999996,-313.783,41.332499999999996,False,False,2026-03-29 03:23:00,66997.6,67032.0,66942.7,66956.8,287.199,1625,70.71,216.489,66977.09,94542.08,-3.856e-05,0.0,0.0,0
