ts,day,event_type,kind,reject_reason,delta,vol,imb,price,vwap,poc,matched_feed_ts,matched_open_interest,matched_funding_rate,matched_liq_buy_qty,matched_liq_sell_qty,source_file,terminal_decision_present,cum_delta_24h,cum_delta_180m,cum_delta_60m,ret_15m,ret_60m,dist_vwap,abs_dist_vwap,price_vs_vwap_side,join_status,join_confidence,close_ts,close_reason,entry,side,final_close_ts,final_close_reason,lifecycle_tp1_done,lifecycle_tp2_done,lifecycle_sl_done,lifecycle_trail_active,lifecycle_trail_sl_price,lifecycle_prices_entry,lifecycle_prices_sl,lifecycle_prices_tp1,lifecycle_prices_tp2,trade_lifecycle_state
2026-03-29 19:23:00,2026-03-29,PEAK_EMIT,short,,-34.23,62.11,0.551,66232.738615,66686.0,66800.0,2026-03-29 19:23:00,95888.14,4.451e-05,0.0,0.0,2026-03-29.jsonl,True,-2424.075999999996,-802.8819999999996,68.98500000000004,8.599999999991269,52.80000000000291,-453.26138500000525,453.26138500000525,below,joined,1.0,2026-03-29 20:24:54.088716+00:00,SL,66187.66,SHORT,2026-03-29 20:24:54.088716+00:00,SL,False,False,True,False,,66187.66,66686.08,65689.24,65190.82,plain_sl
