close_key,source_date,close_ts,mode,close_reason,close_price,side,entry,sl,join_status,join_confidence,src_evt_ts,src_evt_kind,src_evt_price,peak_ts,peak_kind,peak_price,peak_delta,peak_imb,peak_vol,schema,event,record_ts,symbol,source,lc_ts,lc_mode,lc_reason,lc_side,lc_entry,lc_opened_at,lc_trade_key,lc_order_id,lc_qty,lc_entry_ref,lc_entry_actual,lc_order_id_sl,lc_order_id_tp1,lc_order_id_tp2,lc_qty1,lc_qty2,lc_qty3,lc_tp1_done,lc_tp2_done,lc_sl_done,lc_trail_active,lc_trail_sl_price,lc_prices_entry,lc_prices_sl,lc_prices_tp1,lc_prices_tp2
fab3081992fddd277995140be573cb06602f394c,2026-03-29,2026-03-29 20:24:54.088716+00:00,live,SL,,SHORT,66187.66,,window_match,0.6,,,,2026-03-29 19:23:00+00:00,short,66232.738615,-34.23,0.551,62.11,trade_outcome_v1,TRADE_OUTCOME,2026-03-29T20:24:54.088716+00:00,BTCUSDC,_close_slot,2026-03-29T20:24:54.088716+00:00,live,SL,SHORT,66187.66,2026-03-29T17:23:17.572371+00:00,EX_EN_1774804996,8827097501,0.06043,66187.66,66187.66,8827103150,8827103183,8827103185,0.02014,0.02014,0.02015,False,False,True,False,,66187.66,66686.08,65689.24,65190.82
