ts,day,event_type,kind,reject_reason,delta,vol,imb,price,vwap,poc,matched_feed_ts,matched_open_interest,matched_funding_rate,matched_liq_buy_qty,matched_liq_sell_qty,source_file,terminal_decision_present,cum_delta_24h,cum_delta_180m,cum_delta_60m,ret_15m,ret_60m,dist_vwap,abs_dist_vwap,price_vs_vwap_side,interesting_reject_flag,interesting_reject_bucket,interesting_reject_note,interesting_rule_id
2026-03-24 08:08:00,2026-03-24,CANDIDATE_COMPARISON_REJECT,long,direction_mismatch,43.24,54.83,0.789,70744.488895,70243.0,,2026-03-24 08:08:00,85729.04,3.693e-05,0.0,0.0,2026-03-24.jsonl,True,7881.170000000004,2386.571000000001,1665.7130000000016,166.0,484.6000000000058,501.48889500000223,501.48889500000223,above,1,unclear_but_constructive,contextually non-trivial reject retained for review,IR_F1
2026-03-24 12:00:00,2026-03-24,CANDIDATE_COMPARISON_REJECT,short,direction_mismatch,-22.63,33.7,0.671,71279.042463,70688.0,,2026-03-24 12:00:00,85784.6,4.099e-05,0.0,0.0,2026-03-24.jsonl,True,6306.543000000004,454.5979999999927,126.54000000000087,-89.10000000000582,-121.0,591.0424630000052,591.0424630000052,above,1,unclear_but_constructive,contextually non-trivial reject retained for review,IR_F1
2026-03-24 13:49:00,2026-03-24,CANDIDATE_COMPARISON_REJECT,short,vwap_side,-35.98,46.91,0.767,70894.667935,70788.0,,2026-03-24 13:49:00,85746.9,1.861e-05,0.0,0.051,2026-03-24.jsonl,True,1598.517000000009,-1477.5549999999967,-1614.1939999999977,-464.70000000001164,-620.2000000000116,106.66793500000495,106.66793500000495,above,1,possible_reversal_confirmation,supportive 60m/180m flow and 15m return context despite reject,IR_B1
2026-03-24 14:09:00,2026-03-24,CANDIDATE_COMPARISON_REJECT,short,3of3_fail,-45.99,60.99,0.754,70816.640317,70822.0,,2026-03-24 14:09:00,86282.54,1.262e-05,0.0,0.0,2026-03-24.jsonl,True,260.31400000001213,-1821.612999999992,-2169.3259999999955,222.1999999999971,-462.8999999999942,-5.359683000002406,5.359683000002406,below,1,possible_continuation_pressure,3of3 fail despite supportive medium-horizon pressure,IR_C2
2026-03-24 14:45:00,2026-03-24,CANDIDATE_COMPARISON_REJECT,short,3of3_fail,-122.67,153.09,0.801,70305.690792,70836.0,,2026-03-24 14:45:00,86623.18,1.481e-05,0.0,0.0,2026-03-24.jsonl,True,370.045000000011,-2580.497999999994,-1334.0639999999985,-152.09999999999127,-466.8999999999942,-530.309208000006,530.309208000006,below,1,possible_continuation_pressure,3of3 fail despite supportive medium-horizon pressure,IR_C2
2026-03-24 15:35:00,2026-03-24,CANDIDATE_COMPARISON_REJECT,long,direction_mismatch,29.79,38.57,0.772,70109.758917,70783.0,,2026-03-24 15:35:00,85641.82,2.564e-05,0.0,0.0,2026-03-24.jsonl,True,1515.4350000000104,-1953.7299999999968,271.35899999999856,-46.39999999999418,-213.89999999999418,-673.2410830000008,673.2410830000008,below,1,unclear_but_constructive,contextually non-trivial reject retained for review,IR_F1
2026-03-24 16:02:00,2026-03-24,CANDIDATE_COMPARISON_REJECT,long,vwap_side,41.64,67.93,0.613,69984.95155,70697.0,,2026-03-24 16:02:00,85631.27,3.033e-05,0.0,0.0,2026-03-24.jsonl,True,2456.249000000009,-1837.922999999998,407.4969999999994,-205.60000000000582,-200.8000000000029,-712.048450000002,712.048450000002,below,1,possible_trap_or_false_break,local directional pressure but broader context does not confirm,IR_E1
2026-03-24 16:23:00,2026-03-24,CANDIDATE_COMPARISON_REJECT,long,vwap_side,60.91,103.41,0.589,70161.905997,70645.0,,2026-03-24 16:23:00,85416.37,3.282e-05,0.0,0.0,2026-03-24.jsonl,True,1808.8600000000106,-1579.6219999999976,32.38500000000113,31.0,-314.3000000000029,-483.0940030000056,483.0940030000056,below,1,possible_trap_or_false_break,local directional pressure but broader context does not confirm,IR_E1
2026-03-24 16:24:00,2026-03-24,CANDIDATE_COMPARISON_REJECT,long,vwap_side,65.13,118.37,0.55,70185.020007,70642.0,,2026-03-24 16:24:00,85395.51,3.311e-05,0.0,0.0,2026-03-24.jsonl,True,1749.090000000011,-1634.895999999998,-567.6459999999988,26.39999999999418,-288.0,-456.97999300000083,456.97999300000083,below,1,unclear_but_constructive,contextually non-trivial reject retained for review,IR_F1
2026-03-24 18:45:00,2026-03-24,CANDIDATE_COMPARISON_REJECT,short,direction_mismatch,-134.81,178.35,0.756,69007.932575,70482.0,,2026-03-24 18:45:00,85646.54,4.715e-05,0.0,0.0,2026-03-24.jsonl,True,-92.68399999998474,-642.4809999999998,283.90700000000106,110.10000000000582,582.5,-1474.067425000001,1474.067425000001,below,1,unclear_but_constructive,contextually non-trivial reject retained for review,IR_F1
2026-03-24 20:05:00,2026-03-24,CANDIDATE_COMPARISON_REJECT,long,direction_mismatch,38.33,57.23,0.67,69543.127905,70394.0,,2026-03-24 20:05:00,85610.62,4.439e-05,0.0,0.0,2026-03-24.jsonl,True,-748.8879999999854,-289.91299999999774,-314.97699999999986,26.60000000000582,-188.89999999999418,-850.8720949999988,850.8720949999988,below,1,unclear_but_constructive,contextually non-trivial reject retained for review,IR_F1
2026-03-24 21:22:00,2026-03-24,CANDIDATE_COMPARISON_REJECT,long,vwap_side,39.13,66.79,0.586,69785.1341,70337.0,,2026-03-24 21:22:00,85654.7,4.71e-05,0.0,0.0,2026-03-24.jsonl,True,-751.3599999999842,-53.757000000001426,217.98199999999906,-177.39999999999418,181.3000000000029,-551.8659000000043,551.8659000000043,below,1,possible_trap_or_false_break,local directional pressure but broader context does not confirm,IR_E1
2026-03-24 21:26:00,2026-03-24,CANDIDATE_COMPARISON_REJECT,long,vwap_side,104.33,113.8,0.917,70003.661019,70333.0,,2026-03-24 21:26:00,85597.93,4.618e-05,0.391,0.028,2026-03-24.jsonl,True,-759.9579999999842,-62.75100000000111,-81.32100000000173,39.70000000001164,83.5,-329.3389809999935,329.3389809999935,below,1,unclear_but_constructive,contextually non-trivial reject retained for review,IR_F1
2026-03-24 23:25:00,2026-03-24,CANDIDATE_COMPARISON_REJECT,short,direction_mismatch,-37.68,40.66,0.927,70433.712946,70304.0,,2026-03-24 23:25:00,85475.82,3.068e-05,0.0,0.0,2026-03-24.jsonl,True,-115.36699999999291,734.0919999999915,224.03699999999662,18.5,110.90000000000873,129.71294599999965,129.71294599999965,above,1,unclear_but_constructive,contextually non-trivial reject retained for review,IR_F1
2026-03-24 23:26:00,2026-03-24,CANDIDATE_COMPARISON_REJECT,short,vwap_side,-51.42,67.54,0.761,70402.028515,70304.0,,2026-03-24 23:26:00,85597.28,3.015e-05,0.0,0.0,2026-03-24.jsonl,True,-138.2849999999935,784.4169999999913,289.0159999999969,125.09999999999127,271.6999999999971,98.02851499999815,98.02851499999815,above,1,unclear_but_constructive,contextually non-trivial reject retained for review,IR_F1
