source_date,event,event_ts,kind,reject_reason,reject_class,seq,ts,schema,delta,vol,imb,price,vwap,poc,prev_price,prev_vol,prev_vwap,price_now,ema50_now,vwap_now,chop30,coh10,imb_min,imb_max
2026-03-27,CANDIDATE_COMPARISON_REJECT,2026-03-27 01:35:00+00:00,long,direction_mismatch,single_condition,226,2026-03-27 01:35:00,1,27.59,72.4,0.381,68725.2245,69527.0,,,,,,,,,,,
2026-03-27,CANDIDATE_COMPARISON_REJECT,2026-03-27 02:10:00+00:00,long,vwap_side,single_condition,228,2026-03-27 02:10:00,1,61.46,65.05,0.945,68764.731743,69497.0,,,,,,,,,,,
2026-03-27,CANDIDATE_COMPARISON_REJECT,2026-03-27 03:25:00+00:00,short,direction_mismatch,single_condition,230,2026-03-27 03:25:00,1,-46.84,71.68,0.654,69010.084016,69429.0,,,,,,,,,,,
2026-03-27,CANDIDATE_COMPARISON_REJECT,2026-03-27 03:35:00+00:00,short,3of3_fail,multi_condition,232,2026-03-27 03:35:00,1,-56.66,72.15,0.785,69021.242714,69423.0,,69010.084016,71.67699,69429.0,,,,,,,
2026-03-27,CANDIDATE_GATE_REJECT,2026-03-27 06:40:00+00:00,short,imb_band,single_condition,234,2026-03-27 06:40:00,1,,,0.896,,,,,,,68573.0,68642.63018031506,69232.0,2.43,0.651,0.54,0.69
2026-03-27,CANDIDATE_COMPARISON_REJECT,2026-03-27 06:50:00+00:00,long,direction_mismatch,single_condition,236,2026-03-27 06:50:00,1,104.87,118.5,0.885,68603.997872,69220.0,,,,,,,,,,,
2026-03-27,CANDIDATE_COMPARISON_REJECT,2026-03-27 09:36:00+00:00,short,direction_mismatch,single_condition,238,2026-03-27 09:36:00,1,-157.62,311.7,0.506,68013.284568,69000.0,,,,,,,,,,,
2026-03-27,CANDIDATE_COMPARISON_REJECT,2026-03-27 11:40:00+00:00,long,direction_mismatch,single_condition,240,2026-03-27 11:40:00,1,40.88,154.74,0.264,66960.387842,68763.0,,,,,,,,,,,
2026-03-27,CANDIDATE_COMPARISON_REJECT,2026-03-27 11:43:00+00:00,long,vwap_side,single_condition,242,2026-03-27 11:43:00,1,41.25,101.2,0.408,66930.99529,68736.0,,,,,,,,,,,
2026-03-27,CANDIDATE_COMPARISON_REJECT,2026-03-27 11:46:00+00:00,long,vwap_side,single_condition,244,2026-03-27 11:46:00,1,53.93,270.1,0.2,66892.637763,68710.0,,,,,,,,,,,
2026-03-27,CANDIDATE_COMPARISON_REJECT,2026-03-27 14:43:00+00:00,long,vwap_side,single_condition,246,2026-03-27 14:43:00,1,69.3,295.7,0.234,66540.326868,68266.0,,,,,,,,,,,
2026-03-27,CANDIDATE_COMPARISON_REJECT,2026-03-27 14:44:00+00:00,long,vwap_side,single_condition,248,2026-03-27 14:44:00,1,299.67,398.67,0.752,66625.758078,68242.0,,,,,,,,,,,
2026-03-27,CANDIDATE_COMPARISON_REJECT,2026-03-27 15:22:00+00:00,short,direction_mismatch,single_condition,250,2026-03-27 15:22:00,1,-125.77,205.73,0.611,65992.655911,68119.0,,,,,,,,,,,
2026-03-27,CANDIDATE_COMPARISON_REJECT,2026-03-27 19:15:00+00:00,long,direction_mismatch,single_condition,252,2026-03-27 19:15:00,1,40.64,202.47,0.201,65606.066971,67497.0,,,,,,,,,,,
2026-03-27,CANDIDATE_COMPARISON_REJECT,2026-03-27 20:23:00+00:00,long,vwap_side,single_condition,254,2026-03-27 20:23:00,1,98.93,111.74,0.885,65929.862139,67391.0,,,,,,,,,,,
2026-03-27,CANDIDATE_COMPARISON_REJECT,2026-03-27 21:15:00+00:00,short,direction_mismatch,single_condition,256,2026-03-27 21:15:00,1,-78.39,88.68,0.884,66024.304921,67329.0,,,,,,,,,,,
2026-03-27,CANDIDATE_COMPARISON_REJECT,2026-03-27 23:30:00+00:00,long,direction_mismatch,single_condition,258,2026-03-27 23:30:00,1,148.8,172.0,0.865,66007.223324,67123.0,,,,,,,,,,,
