ts,day,event_type,kind,reject_reason,delta,vol,imb,price,vwap,poc,matched_feed_ts,matched_open_interest,matched_funding_rate,matched_liq_buy_qty,matched_liq_sell_qty,source_file,terminal_decision_present,cum_delta_24h,cum_delta_180m,cum_delta_60m,ret_15m,ret_60m,dist_vwap,abs_dist_vwap,price_vs_vwap_side,interesting_reject_flag,interesting_reject_bucket,interesting_reject_note,interesting_rule_id
2026-04-01 00:01:00,2026-04-01,CANDIDATE_COMPARISON_REJECT,short,direction_mismatch,-54.19,73.47,0.738,68259.475599,67324.0,,2026-04-01 00:01:00,89227.22,-3.449e-05,0.0,0.0,2026-04-01.jsonl,True,5830.631000000004,-355.5969999999952,143.22200000000248,-28.89999999999418,44.80000000000291,935.4755989999976,935.4755989999976,above,1,unclear_but_constructive,contextually non-trivial reject retained for review,IR_F1
2026-04-01 01:00:00,2026-04-01,CANDIDATE_COMPARISON_REJECT,short,vwap_side,-98.94,106.49,0.929,68175.132876,67359.0,,2026-04-01 01:00:00,89558.15,-4.647e-05,0.0,0.0,2026-04-01.jsonl,True,4539.120000000007,-1006.1479999999938,-489.515999999996,256.8000000000029,46.60000000000582,816.1328760000033,816.1328760000033,above,1,possible_trap_or_false_break,local directional pressure but broader context does not confirm,IR_E1
2026-04-01 04:01:00,2026-04-01,CANDIDATE_COMPARISON_REJECT,long,direction_mismatch,130.25,148.95,0.874,67857.281926,67470.0,,2026-04-01 04:01:00,90150.82,-6.34e-05,0.0,0.0,2026-04-01.jsonl,True,3566.869000000012,64.2230000000045,917.5950000000003,-45.79999999998836,425.0,387.281925999996,387.281925999996,above,1,possible_reversal_onset,direction_mismatch with supportive 60m flow but weak/contrary 15m return,IR_A1
2026-04-01 04:15:00,2026-04-01,CANDIDATE_COMPARISON_REJECT,long,3of3_fail,142.44,162.25,0.878,67804.912206,67477.0,,2026-04-01 04:15:00,90266.65,-6.423e-05,0.0,0.0,2026-04-01.jsonl,True,3567.594000000013,-250.74199999999564,112.73700000000099,-96.89999999999418,87.10000000000582,327.9122059999936,327.9122059999936,above,1,possible_continuation_pressure,3of3 fail despite supportive medium-horizon pressure,IR_C2
2026-04-01 06:25:00,2026-04-01,CANDIDATE_COMPARISON_REJECT,short,vwap_side,-77.95,91.49,0.852,68133.865799,67467.0,,2026-04-01 06:25:00,90586.35,-4.218e-05,2.541,0.0,2026-04-01.jsonl,True,6140.651000000017,2370.333000000006,1273.6770000000015,229.10000000000582,318.8000000000029,666.8657990000065,666.8657990000065,above,1,unclear_but_constructive,contextually non-trivial reject retained for review,IR_F1
2026-04-01 07:18:00,2026-04-01,CANDIDATE_COMPARISON_REJECT,long,direction_mismatch,104.94,143.48,0.731,68482.608847,67481.0,,2026-04-01 07:18:00,91093.1,-1.947e-05,0.0,0.0,2026-04-01.jsonl,True,7747.668000000013,3614.462999999999,1984.5719999999956,-45.10000000000582,487.6999999999971,1001.6088469999959,1001.6088469999959,above,1,unclear_but_constructive,contextually non-trivial reject retained for review,IR_F1
2026-04-01 09:46:00,2026-04-01,CANDIDATE_COMPARISON_REJECT,short,direction_mismatch,-83.26,87.53,0.951,68878.210624,67648.0,,2026-04-01 09:46:00,91212.76,2.812e-05,0.0,0.0,2026-04-01.jsonl,True,8000.027000000013,-2337.7720000000036,-612.5589999999993,-102.0,-244.89999999999418,1230.2106239999994,1230.2106239999994,above,1,unclear_but_constructive,contextually non-trivial reject retained for review,IR_F1
2026-04-01 10:17:00,2026-04-01,CANDIDATE_COMPARISON_REJECT,short,vwap_side,-90.91,128.73,0.706,68441.438964,67689.0,,2026-04-01 10:17:00,91253.43,3.256e-05,0.0,0.0,2026-04-01.jsonl,True,8688.502000000011,-1617.4100000000026,-20.59600000000046,-77.0,11.19999999999709,752.4389640000009,752.4389640000009,above,1,possible_trap_or_false_break,local directional pressure but broader context does not confirm,IR_E1
2026-04-01 12:45:00,2026-04-01,CANDIDATE_COMPARISON_REJECT,short,vwap_side,-147.06,155.49,0.946,68485.090338,67856.0,,2026-04-01 12:45:00,90897.59,2.306e-05,0.0,0.0,2026-04-01.jsonl,True,8136.604000000009,-72.74300000000403,-247.57900000000245,238.60000000000582,147.8000000000029,629.0903379999945,629.0903379999945,above,1,possible_trap_or_false_break,local directional pressure but broader context does not confirm,IR_E1
2026-04-01 13:00:00,2026-04-01,CANDIDATE_COMPARISON_REJECT,long,direction_mismatch,159.93,171.74,0.931,68585.582773,67896.0,,2026-04-01 13:00:00,90903.4,1.986e-05,0.0,0.0,2026-04-01.jsonl,True,8519.409000000009,-147.88500000000295,-229.77800000000207,-355.3000000000029,-306.3000000000029,689.5827730000019,689.5827730000019,above,1,unclear_but_constructive,contextually non-trivial reject retained for review,IR_F1
2026-04-01 17:24:00,2026-04-01,CANDIDATE_COMPARISON_REJECT,long,3of3_fail,61.97,76.21,0.813,68735.594327,68180.0,,2026-04-01 15:46:00,90607.76,9.84e-06,0.0,0.0,2026-04-01.jsonl,True,3341.371000000012,614.6500000000051,0.0,0.0,0.0,555.5943269999989,555.5943269999989,above,1,unclear_but_constructive,contextually non-trivial reject retained for review,IR_F1
