target_ts,Timestamp,minutes_from_target,Close,VWAP,BuyQty,SellQty,OpenInterest,FundingRate,LiqBuyQty,LiqSellQty,IsSynthetic,delta_1m,vol_1m,price_minus_vwap
2026-04-04 01:20:00,2026-04-04 00:50:00,-30,66889.80,66889.76,0.903000,0.706000,90358.79,0.00003264,0.000000,0.000000,0,0.197000,1.609000,0.040000
2026-04-04 01:20:00,2026-04-04 00:51:00,-29,66876.40,66879.51,1.878000,8.556000,90358.65,0.00003285,0.000000,0.000000,0,-6.678000,10.434000,-3.110000
2026-04-04 01:20:00,2026-04-04 00:52:00,-28,66880.20,66878.77,8.962000,2.481000,90364.44,0.00003305,0.000000,0.000000,0,6.481000,11.443000,1.430000
2026-04-04 01:20:00,2026-04-04 00:53:00,-27,66874.90,66872.02,5.931000,6.274000,90366.82,0.00003317,0.000000,0.002000,0,-0.343000,12.205000,2.880000
2026-04-04 01:20:00,2026-04-04 00:54:00,-26,66874.30,66874.90,0.576000,2.758000,90367.19,0.00003317,0.000000,0.000000,0,-2.182000,3.334000,-0.600000
2026-04-04 01:20:00,2026-04-04 00:55:00,-25,66871.40,66872.71,6.558000,1.698000,90368.43,0.00003331,0.000000,0.000000,0,4.860000,8.256000,-1.310000
2026-04-04 01:20:00,2026-04-04 00:56:00,-24,66864.70,66868.09,2.157000,13.566000,90371.64,0.00003371,0.000000,0.000000,0,-11.409000,15.723000,-3.390000
2026-04-04 01:20:00,2026-04-04 00:57:00,-23,66863.10,66863.57,6.328000,6.748000,90379.29,0.00003371,0.000000,0.000000,0,-0.420000,13.076000,-0.470000
2026-04-04 01:20:00,2026-04-04 00:58:00,-22,66855.00,66858.01,3.501000,4.414000,90379.56,0.00003377,0.000000,0.000000,0,-0.913000,7.915000,-3.010000
2026-04-04 01:20:00,2026-04-04 00:59:00,-21,66855.90,66855.20,4.017000,6.585000,90383.87,0.00003382,0.000000,0.000000,0,-2.568000,10.602000,0.700000
2026-04-04 01:20:00,2026-04-04 01:00:00,-20,66863.40,66858.39,27.305000,9.275000,90382.86,0.00003376,0.000000,0.000000,0,18.030000,36.580000,5.010000
2026-04-04 01:20:00,2026-04-04 01:01:00,-19,66863.40,66863.39,12.054000,1.050000,90402.29,0.00003376,0.000000,0.000000,0,11.004000,13.104000,0.010000
2026-04-04 01:20:00,2026-04-04 01:02:00,-18,66851.30,66857.53,8.679000,21.184000,90403.49,0.00003381,0.000000,0.002000,0,-12.505000,29.863000,-6.230000
2026-04-04 01:20:00,2026-04-04 01:03:00,-17,66839.20,66840.63,11.773000,26.951000,90396.79,0.00003364,0.000000,0.000000,0,-15.178000,38.724000,-1.430000
2026-04-04 01:20:00,2026-04-04 01:04:00,-16,66847.10,66843.55,14.871000,2.403000,90402.68,0.00003364,0.000000,0.000000,0,12.468000,17.274000,3.550000
2026-04-04 01:20:00,2026-04-04 01:05:00,-15,66856.40,66857.89,7.943000,17.984000,90398.77,0.00003323,0.000000,0.000000,0,-10.041000,25.927000,-1.490000
2026-04-04 01:20:00,2026-04-04 01:06:00,-14,66859.90,66859.48,9.499000,2.197000,90398.93,0.00003327,0.000000,0.000000,0,7.302000,11.696000,0.420000
2026-04-04 01:20:00,2026-04-04 01:07:00,-13,66881.50,66867.11,13.496000,2.185000,90402.12,0.00003327,0.000000,0.000000,0,11.311000,15.681000,14.390000
2026-04-04 01:20:00,2026-04-04 01:08:00,-12,66891.70,66891.50,9.289000,5.616000,90400.70,0.00003341,0.000000,0.000000,0,3.673000,14.905000,0.200000
2026-04-04 01:20:00,2026-04-04 01:09:00,-11,66878.50,66888.20,9.235000,6.756000,90399.26,0.00003385,0.000000,0.000000,0,2.479000,15.991000,-9.700000
2026-04-04 01:20:00,2026-04-04 01:10:00,-10,66884.20,66881.77,13.454000,1.749000,90400.84,0.00003431,0.000000,0.000000,0,11.705000,15.203000,2.430000
2026-04-04 01:20:00,2026-04-04 01:11:00,-9,66856.00,66878.81,6.074000,34.933000,90409.35,0.00003431,0.000000,0.000000,0,-28.859000,41.007000,-22.810000
2026-04-04 01:20:00,2026-04-04 01:12:00,-8,66861.30,66858.60,18.899000,16.945000,90397.85,0.00003446,0.012000,0.033000,0,1.954000,35.844000,2.700000
2026-04-04 01:20:00,2026-04-04 01:13:00,-7,66850.00,66858.07,6.633000,8.209000,90388.62,0.00003437,0.000000,0.000000,0,-1.576000,14.842000,-8.070000
2026-04-04 01:20:00,2026-04-04 01:14:00,-6,66846.10,66848.47,7.179000,4.011000,90392.90,0.00003437,0.007000,0.000000,0,3.168000,11.190000,-2.370000
2026-04-04 01:20:00,2026-04-04 01:15:00,-5,66819.90,66831.35,17.410000,50.318000,90397.42,0.00003438,0.000000,0.000000,0,-32.908000,67.728000,-11.450000
2026-04-04 01:20:00,2026-04-04 01:16:00,-4,66818.30,66822.66,21.653000,24.738000,90413.29,0.00003448,0.000000,0.016000,0,-3.085000,46.391000,-4.360000
2026-04-04 01:20:00,2026-04-04 01:17:00,-3,66821.20,66825.99,14.885000,11.310000,90411.80,0.00003437,0.000000,0.000000,0,3.575000,26.195000,-4.790000
2026-04-04 01:20:00,2026-04-04 01:18:00,-2,66840.80,66825.24,12.340000,3.288000,90410.33,0.00003437,0.000000,0.000000,0,9.052000,15.628000,15.560000
