date,accepted_count,reject_count,interesting_reject_count,close_outcome_count,top_reject_reason_1,top_reject_reason_1_count,top_reject_reason_2,top_reject_reason_2_count,top_reject_reason_3,top_reject_reason_3_count,dominant_bucket_1,dominant_bucket_1_count,dominant_bucket_2,dominant_bucket_2_count,has_accepted,has_close_outcome,accepted_case_ts,accepted_case_kind,accepted_case_outcome_surface,accepted_case_close_reason,dominant_side_reject_bias,contains_vwap_side_rejects,contains_direction_mismatch_rejects,contains_3of3_fail_rejects,contains_possible_reversal_onset,contains_possible_reversal_confirmation,contains_possible_continuation_pressure,contains_possible_trap_or_false_break,notes_flag
2026-04-04,1,14,9,1,direction_mismatch,8,3of3_fail,4,vwap_side,2,unclear_but_constructive,6,possible_reversal_confirmation,1,yes,yes,2026-04-04 23:56:00,long,,,long,yes,yes,yes,yes,yes,yes,no,
