source_date,event,event_ts,kind,reject_reason,reject_class,seq,ts,schema,delta,vol,imb,price,vwap,poc,prev_price,prev_vol,prev_vwap
2026-03-19,CANDIDATE_COMPARISON_REJECT,2026-03-19 00:34:00+00:00,long,direction_mismatch,single_condition,34,2026-03-19 00:34:00,1,47.78,60.5,0.79,71326.476249,72440,,,,
2026-03-19,CANDIDATE_COMPARISON_REJECT,2026-03-19 01:11:00+00:00,short,direction_mismatch,single_condition,36,2026-03-19 01:11:00,1,-12.52,15.17,0.826,71141.798038,72397,,,,
2026-03-19,CANDIDATE_COMPARISON_REJECT,2026-03-19 01:40:00+00:00,long,direction_mismatch,single_condition,38,2026-03-19 01:40:00,1,71.44,75.7,0.944,71102.123517,72364,,,,
2026-03-19,CANDIDATE_COMPARISON_REJECT,2026-03-19 01:50:00+00:00,short,direction_mismatch,single_condition,40,2026-03-19 01:50:00,1,-36.3,39.92,0.909,71061.165424,72350,,,,
2026-03-19,CANDIDATE_COMPARISON_REJECT,2026-03-19 01:53:00+00:00,short,vwap_distance,single_condition,42,2026-03-19 01:53:00,1,-45.12,134.77,0.335,71005.930037,72340,,,,
2026-03-19,CANDIDATE_COMPARISON_REJECT,2026-03-19 01:54:00+00:00,long,direction_mismatch,single_condition,44,2026-03-19 01:54:00,1,96.0,104.58,0.918,71003.466215,72333,,,,
2026-03-19,CANDIDATE_COMPARISON_REJECT,2026-03-19 03:19:00+00:00,short,direction_mismatch,single_condition,46,2026-03-19 03:19:00,1,-84.07,89.3,0.941,71187.656895,72241,,,,
2026-03-19,CANDIDATE_COMPARISON_REJECT,2026-03-19 07:33:00+00:00,short,vwap_distance,single_condition,48,2026-03-19 07:33:00,1,-52.5,56.24,0.933,70700.838041,71941,,,,
2026-03-19,CANDIDATE_COMPARISON_REJECT,2026-03-19 08:00:00+00:00,long,direction_mismatch,single_condition,50,2026-03-19 08:00:00,1,58.29,71.51,0.815,70590.478066,71890,,,,
2026-03-19,CANDIDATE_COMPARISON_REJECT,2026-03-19 08:02:00+00:00,short,direction_mismatch,single_condition,52,2026-03-19 08:02:00,1,-83.82,133.23,0.629,70466.650576,71879,,,,
2026-03-19,CANDIDATE_COMPARISON_REJECT,2026-03-19 08:11:00+00:00,short,vwap_distance,single_condition,54,2026-03-19 08:11:00,1,-104.64,190.34,0.55,70194.773257,71844,,,,
2026-03-19,CANDIDATE_COMPARISON_REJECT,2026-03-19 13:06:00+00:00,short,vwap_distance,single_condition,56,2026-03-19 13:06:00,1,-63.84,119.38,0.535,69767.887464,71271,,,,
2026-03-19,CANDIDATE_COMPARISON_REJECT,2026-03-19 14:05:00+00:00,long,direction_mismatch,single_condition,58,2026-03-19 14:05:00,1,23.76,73.27,0.324,69409.595798,71037,,,,
2026-03-19,CANDIDATE_COMPARISON_REJECT,2026-03-19 16:43:00+00:00,short,direction_mismatch,single_condition,60,2026-03-19 16:43:00,1,-100.66,181.0,0.556,68985.970621,70568,,,,
2026-03-19,CANDIDATE_COMPARISON_REJECT,2026-03-19 16:49:00+00:00,long,direction_mismatch,single_condition,62,2026-03-19 16:49:00,1,37.08,81.55,0.455,69009.549783,70537,,,,
2026-03-19,CANDIDATE_COMPARISON_REJECT,2026-03-19 16:51:00+00:00,long,vwap_side,single_condition,64,2026-03-19 16:51:00,1,43.67,74.27,0.588,69233.466271,70529,,,,
2026-03-19,CANDIDATE_COMPARISON_REJECT,2026-03-19 20:11:00+00:00,long,3of3_fail,multi_condition,66,2026-03-19 20:11:00,1,84.14,116.85,0.72,70239.876052,70234,,69233.466271,74.27082,70529.0
2026-03-19,CANDIDATE_COMPARISON_REJECT,2026-03-19 20:16:00+00:00,short,direction_mismatch,single_condition,68,2026-03-19 20:16:00,1,-38.22,62.65,0.61,70333.389774,70227,,,,
2026-03-19,CANDIDATE_COMPARISON_REJECT,2026-03-19 21:20:00+00:00,long,direction_mismatch,single_condition,70,2026-03-19 21:20:00,1,105.86,107.79,0.982,70476.724754,70172,,,,
2026-03-19,CANDIDATE_COMPARISON_REJECT,2026-03-19 23:37:00+00:00,short,direction_mismatch,single_condition,72,2026-03-19 23:37:00,1,-25.87,42.0,0.616,70020.803057,70114,,,,
