ts,day,event_type,kind,reject_reason,delta,vol,imb,price,vwap,poc,matched_feed_ts,matched_open_interest,matched_funding_rate,matched_liq_buy_qty,matched_liq_sell_qty,source_file,terminal_decision_present,cum_delta_24h,cum_delta_180m,cum_delta_60m,ret_15m,ret_60m,dist_vwap,abs_dist_vwap,price_vs_vwap_side,prev_price,prev_vol,prev_vwap,comparison_price_pass,comparison_vol_pass,comparison_vwap_pass,comparison_3of3_pass_count,comparison_3of3_failed_subconditions,interesting_reject_flag,interesting_reject_bucket,interesting_reject_note,interesting_rule_id
2026-04-04 06:55:00,2026-04-04,CANDIDATE_COMPARISON_REJECT,long,3of3_fail,38.58,40.55,0.952,66857.191333,66847.0,,2026-04-04 06:55:00,90127.57,5.231e-05,0.274,0.0,2026-04-04.jsonl,True,3101.0619999999362,417.54799999999886,418.75100000000384,127.80000000000291,133.8000000000029,10.191332999995211,10.191332999995211,above,66936.800647,120.69255,66814,False,False,True,1,price|vol,1,possible_reversal_confirmation,supportive 60m/180m flow and 15m return context despite reject,IR_B1
2026-04-04 07:00:00,2026-04-04,CANDIDATE_COMPARISON_REJECT,short,direction_mismatch,-29.58,43.65,0.678,66860.32244,66849.0,,2026-04-04 07:00:00,90107.5,5.12e-05,0.0,0.0,2026-04-04.jsonl,True,3026.0719999999346,388.6490000000049,399.9380000000019,56.70000000001164,110.60000000000582,11.322440000003553,11.322440000003553,above,,,,,,,,,1,unclear_but_constructive,contextually non-trivial reject retained for review,IR_F1
2026-04-04 07:30:00,2026-04-04,CANDIDATE_COMPARISON_REJECT,long,direction_mismatch,47.4,114.21,0.415,66872.02231,66853.0,,2026-04-04 07:30:00,90203.76,4.648e-05,0.0,0.0,2026-04-04.jsonl,True,2291.8049999999275,208.77000000000044,132.42500000000655,-52.80000000000291,1.1000000000058208,19.02231000000029,19.02231000000029,above,,,,,,,,,1,possible_reversal_onset,direction_mismatch with supportive 60m flow but weak/contrary 15m return,IR_A1
2026-04-04 09:58:00,2026-04-04,CANDIDATE_COMPARISON_REJECT,long,3of3_fail,61.14,87.24,0.701,67022.858385,66909.0,,2026-04-04 09:58:00,90165.33,2.281e-05,0.0,0.0,2026-04-04.jsonl,True,1808.7599999998783,-159.37900000002264,15.370999999995547,10.0,53.10000000000582,113.85838499999954,113.85838499999954,above,66872.02231,114.2122,66853,True,False,True,2,vol,1,possible_continuation_pressure,3of3 fail despite supportive medium-horizon pressure,IR_C2
2026-04-04 13:10:00,2026-04-04,CANDIDATE_COMPARISON_REJECT,long,3of3_fail,56.41,63.96,0.882,67174.094401,66903.0,,2026-04-04 13:10:00,90621.21,1.389e-05,0.0,0.0,2026-04-04.jsonl,True,2497.3549999999777,373.6620000000257,-45.242999999998574,-11.700000000011642,9.69999999999709,271.09440099999483,271.09440099999483,above,67022.858385,87.23510999999999,66909,True,False,False,1,vol|vwap,1,unclear_but_constructive,contextually non-trivial reject retained for review,IR_F1
2026-04-04 13:11:00,2026-04-04,CANDIDATE_COMPARISON_REJECT,short,direction_mismatch,-68.73,71.17,0.966,67165.735516,66905.0,,2026-04-04 13:11:00,90620.07,1.381e-05,0.065,0.0,2026-04-04.jsonl,True,2491.0269999999764,380.23900000002686,4.241000000001804,-5.100000000005821,23.89999999999418,260.73551600000064,260.73551600000064,above,,,,,,,,,1,unclear_but_constructive,contextually non-trivial reject retained for review,IR_F1
2026-04-04 16:40:00,2026-04-04,CANDIDATE_COMPARISON_REJECT,short,vwap_side,-39.9,55.22,0.722,67138.170475,66938.0,,2026-04-04 16:40:00,91445.91,1.653e-05,0.042,0.0,2026-04-04.jsonl,True,2988.9379999999474,514.8249999999825,531.6749999999884,92.5,137.59999999999127,200.17047500000626,200.17047500000626,above,,,,,,,,,1,unclear_but_constructive,contextually non-trivial reject retained for review,IR_F1
2026-04-04 17:13:00,2026-04-04,CANDIDATE_COMPARISON_REJECT,long,direction_mismatch,93.09,183.81,0.506,67424.788538,66963.0,,2026-04-04 17:13:00,92052.93,1.3e-05,0.0,0.0,2026-04-04.jsonl,True,1362.4699999999648,-431.14800000001196,-777.2840000000069,-100.59999999999127,8.700000000011642,461.7885379999934,461.7885379999934,above,,,,,,,,,1,unclear_but_constructive,contextually non-trivial reject retained for review,IR_F1
2026-04-04 20:00:00,2026-04-04,CANDIDATE_COMPARISON_REJECT,short,direction_mismatch,-30.55,31.13,0.981,67336.406845,67019.0,,2026-04-04 20:00:00,91892.86,2.772e-05,0.0,0.0,2026-04-04.jsonl,True,1858.0549999999566,-1019.1100000000006,216.77599999999802,-11.400000000008731,-3.0,317.406845000005,317.406845000005,above,,,,,,,,,1,unclear_but_constructive,contextually non-trivial reject retained for review,IR_F1
