ts,day,event_type,kind,reject_reason,delta,vol,imb,price,vwap,poc,matched_feed_ts,matched_open_interest,matched_funding_rate,matched_liq_buy_qty,matched_liq_sell_qty,source_file,terminal_decision_present,cum_delta_24h,cum_delta_180m,cum_delta_60m,ret_15m,ret_60m,dist_vwap,abs_dist_vwap,price_vs_vwap_side,join_status,join_confidence,close_ts,close_reason,entry,side,final_close_ts,final_close_reason,lifecycle_tp1_done,lifecycle_tp2_done,lifecycle_sl_done,lifecycle_trail_active,lifecycle_trail_sl_price,lifecycle_prices_entry,lifecycle_prices_sl,lifecycle_prices_tp1,lifecycle_prices_tp2,trade_lifecycle_state
2026-04-04 23:56:00,2026-04-04,PEAK_EMIT,long,,26.64,46.12,0.578,67451.71266,67066.0,66860.0,2026-04-04 23:56:00,91397.34,2.415e-05,0.0,0.0,2026-04-04.jsonl,True,562.4599999999737,320.47500000000946,-26.656000000002678,24.89999999999418,-79.70000000001164,385.7126600000047,385.7126600000047,above,missing,0.0,,,,,,,,,,,,,,,,
