close_key,source_date,close_ts,mode,close_reason,close_price,side,entry,sl,join_status,join_confidence,lifecycle_tp1_done,lifecycle_tp2_done,lifecycle_sl_done,lifecycle_trail_active,lifecycle_trail_sl_price,lifecycle_prices_entry,lifecycle_prices_sl,lifecycle_prices_tp1,lifecycle_prices_tp2,trade_lifecycle_state,src_evt_ts,src_evt_kind,src_evt_price,peak_ts,peak_kind,peak_price,peak_delta,peak_imb,peak_vol,schema,event,record_ts,symbol,source,lc_ts,lc_mode,lc_reason,lc_side,lc_entry,lc_opened_at,lc_trade_key,lc_order_id,lc_qty,lc_entry_ref,lc_entry_actual,lc_order_id_sl,lc_order_id_tp1,lc_order_id_tp2,lc_qty1,lc_qty2,lc_qty3,lc_tp1_done,lc_tp2_done,lc_sl_done,lc_trail_active,lc_trail_sl_price,lc_prices_entry,lc_prices_sl,lc_prices_tp1,lc_prices_tp2
98a26129e7a90ec199d1b4a6f92b56b88f1f32bb,2026-04-05,2026-04-05 01:00:08.803730+00:00,live,SL,,LONG,67451.49,,missing,0.0,False,False,True,False,,67451.49,67186.29,67716.7,67981.91,plain_sl,,,,,,,,,,trade_outcome_v1,TRADE_OUTCOME,2026-04-05T01:00:08.803730+00:00,BTCUSDC,_close_slot,2026-04-05T01:00:08.803730+00:00,live,SL,LONG,67451.49,2026-04-04T21:56:10.916554+00:00,EX_EN_1775339769,8888625401.0,0.0593,67451.49,67404.48,8888625760.0,8888625774.0,8888625791.0,0.01976,0.01976,0.01978,False,False,True,False,,67451.49,67186.29,67716.7,67981.91
manual_override:2026-04-05:2026-04-05T14:34:00Z:short,2026-04-05,,manual_override,SL,,SHORT,66774.628139,67121.0,manual_override,1.0,,,,,,66774.628139,67121.0,,,manual_override,2026-04-05T14:34:00Z,short,66774.628139,2026-04-05T14:34:00Z,short,66774.628139,-20.4,0.615,33.17,manual_close_override_v1,MANUAL_CLOSE_OVERRIDE,2026-04-06T00:00:00Z,,manual_user_confirmed,,,,,,,,,,,,,,,,,,,,,,,,,,
