ts,day,event_type,kind,reject_reason,delta,vol,imb,price,vwap,poc,matched_feed_ts,matched_open_interest,matched_funding_rate,matched_liq_buy_qty,matched_liq_sell_qty,source_file,terminal_decision_present,cum_delta_24h,cum_delta_180m,cum_delta_60m,ret_15m,ret_60m,dist_vwap,abs_dist_vwap,price_vs_vwap_side,join_status,join_confidence,close_ts,close_reason,entry,side,final_close_ts,final_close_reason,lifecycle_tp1_done,lifecycle_tp2_done,lifecycle_sl_done,lifecycle_trail_active,lifecycle_trail_sl_price,lifecycle_prices_entry,lifecycle_prices_sl,lifecycle_prices_tp1,lifecycle_prices_tp2,trade_lifecycle_state
2026-04-05 14:34:00,2026-04-05,PEAK_EMIT,short,,-20.4,33.17,0.615,66774.628139,67121.0,66830.0,2026-04-05 14:34:00,,,,,2026-04-05.jsonl,True,339.5512399999716,-283.1735800000097,-125.0711999999985,-187.0,-249.0,-346.3718610000069,346.3718610000069,below,joined,1.0,,SL,66774.628139,SHORT,,SL,,,,,,66774.628139,67121.0,,,manual_override
