ts,day,event_type,kind,reject_reason,delta,vol,imb,price,vwap,poc,matched_feed_ts,matched_open_interest,matched_funding_rate,matched_liq_buy_qty,matched_liq_sell_qty,source_file,terminal_decision_present,cum_delta_24h,cum_delta_180m,cum_delta_60m,ret_15m,ret_60m,dist_vwap,abs_dist_vwap,price_vs_vwap_side,interesting_reject_flag,interesting_reject_bucket,interesting_reject_note,interesting_rule_id
2026-04-02 01:26:00,2026-04-02,CANDIDATE_COMPARISON_REJECT,long,direction_mismatch,30.8,47.46,0.649,68115.581548,68430.0,,2026-04-02 01:26:00,88541.1,2.118e-05,0.0,0.028,2026-04-02.jsonl,True,2223.3050000000003,-1380.4109999999982,-1535.1719999999996,-856.6999999999971,-826.7999999999884,-314.41845199999807,314.41845199999807,below,1,unclear_but_constructive,contextually non-trivial reject retained for review,IR_F1
2026-04-02 03:06:00,2026-04-02,CANDIDATE_COMPARISON_REJECT,short,direction_mismatch,-71.19,241.08,0.295,67784.516041,68428.0,,2026-04-02 03:06:00,88375.97,-2.491e-05,0.0,0.0,2026-04-02.jsonl,True,1609.216000000001,-2618.2909999999993,-713.932,91.10000000000582,-243.6999999999971,-643.4839590000047,643.4839590000047,below,1,unclear_but_constructive,contextually non-trivial reject retained for review,IR_F1
2026-04-02 04:08:00,2026-04-02,CANDIDATE_COMPARISON_REJECT,long,direction_mismatch,101.66,124.9,0.814,67282.438105,68358.0,,2026-04-02 04:08:00,88554.62,-3.181e-05,0.01,0.0,2026-04-02.jsonl,True,-108.68799999999885,-2979.727999999999,-772.065,-37.19999999999709,-335.09999999999127,-1075.5618950000062,1075.5618950000062,below,1,unclear_but_constructive,contextually non-trivial reject retained for review,IR_F1
2026-04-02 06:06:00,2026-04-02,CANDIDATE_COMPARISON_REJECT,long,vwap_side,104.97,139.28,0.754,66587.504645,68259.0,,2026-04-02 06:06:00,88191.28,-1.705e-05,0.0,0.0,2026-04-02.jsonl,True,-1095.2349999999988,-829.9279999999999,183.52400000000023,89.0,179.60000000000582,-1671.4953550000064,1671.4953550000064,below,1,possible_trap_or_false_break,local directional pressure but broader context does not confirm,IR_E1
2026-04-02 07:35:00,2026-04-02,CANDIDATE_COMPARISON_REJECT,short,direction_mismatch,-130.37,136.66,0.954,66485.814441,68172.0,,2026-04-02 07:35:00,88123.69,1.11e-05,0.0,0.0,2026-04-02.jsonl,True,-2914.4699999999993,-108.16600000000005,198.24799999999982,75.69999999999709,105.0,-1686.185559000005,1686.185559000005,below,1,unclear_but_constructive,contextually non-trivial reject retained for review,IR_F1
2026-04-02 13:16:00,2026-04-02,CANDIDATE_COMPARISON_REJECT,long,direction_mismatch,75.97,263.47,0.288,66290.265163,67683.0,,2026-04-02 13:16:00,89304.65,-4.386e-05,0.0,0.332,2026-04-02.jsonl,True,-4654.515999999994,-1872.4949999999988,-1455.1109999999994,-92.0,-131.39999999999418,-1392.7348369999963,1392.7348369999963,below,1,unclear_but_constructive,contextually non-trivial reject retained for review,IR_F1
2026-04-02 14:22:00,2026-04-02,CANDIDATE_COMPARISON_REJECT,short,direction_mismatch,-119.97,174.47,0.688,66003.825953,67544.0,,2026-04-02 14:22:00,90037.77,-5.767e-05,0.0,0.003,2026-04-02.jsonl,True,-6848.076999999994,-3789.840999999998,-1468.498999999999,-26.5,400.3999999999942,-1540.1740469999932,1540.1740469999932,below,1,unclear_but_constructive,contextually non-trivial reject retained for review,IR_F1
2026-04-02 15:52:00,2026-04-02,CANDIDATE_COMPARISON_REJECT,long,direction_mismatch,113.95,142.49,0.8,66129.812737,67324.0,,2026-04-02 15:52:00,90501.95,-7.215e-05,0.0,0.0,2026-04-02.jsonl,True,-7572.971999999995,-3008.674000000001,-729.1330000000016,-119.0,-2.900000000008731,-1194.1872629999998,1194.1872629999998,below,1,unclear_but_constructive,contextually non-trivial reject retained for review,IR_F1
2026-04-02 17:32:00,2026-04-02,CANDIDATE_COMPARISON_REJECT,short,direction_mismatch,-58.61,66.43,0.882,66763.816159,67161.0,,2026-04-02 17:32:00,90967.86,-9.437e-05,0.0,0.0,2026-04-02.jsonl,True,-6913.491999999999,1654.5029999999952,1484.5889999999972,-117.5,329.29999999998836,-397.1838410000055,397.1838410000055,below,1,unclear_but_constructive,contextually non-trivial reject retained for review,IR_F1
2026-04-02 19:17:00,2026-04-02,CANDIDATE_COMPARISON_REJECT,long,direction_mismatch,60.49,86.18,0.702,67327.815296,67042.0,,2026-04-02 19:17:00,90376.08,-7.776e-05,0.0,0.0,2026-04-02.jsonl,True,-6799.824999999999,1730.7819999999979,813.4969999999998,-19.5,261.40000000000873,285.81529600000067,285.81529600000067,above,1,possible_reversal_onset,direction_mismatch with supportive 60m flow but weak/contrary 15m return,IR_A1
2026-04-02 19:33:00,2026-04-02,CANDIDATE_COMPARISON_REJECT,short,direction_mismatch,-91.48,164.88,0.555,67184.396587,67027.0,,2026-04-02 19:33:00,90420.42,-7.887e-05,0.0,0.266,2026-04-02.jsonl,True,-6985.538999999997,1920.4659999999985,494.5500000000002,-101.30000000000291,223.1999999999971,157.39658699999563,157.39658699999563,above,1,unclear_but_constructive,contextually non-trivial reject retained for review,IR_F1
2026-04-02 19:34:00,2026-04-02,CANDIDATE_COMPARISON_REJECT,short,vwap_side,-304.86,334.88,0.91,67101.605681,67024.0,,2026-04-02 19:34:00,90441.04,-7.887e-05,0.002,0.185,2026-04-02.jsonl,True,-7029.609999999997,1790.7289999999985,433.27700000000004,-127.20000000001164,175.79999999998836,77.60568100000091,77.60568100000091,above,1,unclear_but_constructive,contextually non-trivial reject retained for review,IR_F1
