source_date,ts,delta,abs_delta,price,rolling_max,rolling_min,threshold_abs_delta,is_owner_max,is_owner_min,Timestamp,Open,High,Low,Close,Volume,AggTrades,BuyQty,SellQty,VWAP,OpenInterest,FundingRate,LiqBuyQty,LiqSellQty,IsSynthetic
2026-04-02,2026-04-02 01:09:00+00:00,112.507,112.507,68140.8,126.71100000000001,-573.692,111.705,False,False,2026-04-02 01:09:00,67979.0,68331.6,67975.1,68140.8,919.773,8934,516.14,403.633,68191.07,88604.59,2.786e-05,4.329,0.0,0
2026-04-02,2026-04-02 01:17:00+00:00,122.87100000000004,122.87100000000004,67879.8,126.71100000000001,-573.692,111.705,False,False,2026-04-02 01:17:00,67853.9,67987.9,67850.0,67879.8,696.883,6911,409.877,287.006,67916.42,88976.31,3.059e-05,0.347,0.168,0
2026-04-02,2026-04-02 01:18:00+00:00,-201.216,201.216,67650.1,126.71100000000001,-573.692,111.705,False,False,2026-04-02 01:18:00,67879.9,67907.3,67650.0,67650.1,714.112,9370,256.448,457.664,67754.94,89125.01,2.919e-05,0.016,1.45,0
2026-04-02,2026-04-02 01:23:00+00:00,-562.346,562.346,67319.0,126.71100000000001,-623.002,111.705,False,False,2026-04-02 01:23:00,67613.6,67629.8,67311.4,67319.0,1224.804,12610,331.229,893.575,67449.89,88744.36,2.464e-05,0.0,1.795,0
2026-04-02,2026-04-02 01:24:00+00:00,-216.00599999999997,216.00599999999997,67404.0,126.71100000000001,-623.002,111.705,False,False,2026-04-02 01:24:00,67319.1,67404.1,67223.0,67404.0,1350.802,13373,567.398,783.404,67296.06,88697.22,2.441e-05,0.0,0.602,0
2026-04-02,2026-04-02 01:27:00+00:00,189.466,189.466,67471.9,303.693,-623.002,111.705,False,False,2026-04-02 01:27:00,67403.5,67516.6,67278.5,67471.9,640.048,6221,414.757,225.291,67400.92,88371.29,2.057e-05,0.136,0.74,0
2026-04-02,2026-04-02 01:33:00+00:00,-333.51899999999995,333.51899999999995,67229.8,303.693,-623.002,111.705,False,False,2026-04-02 01:33:00,67373.7,67373.7,67138.0,67229.8,1041.889,8615,354.185,687.704,67234.79,88304.06,1.709e-05,0.206,1.293,0
2026-04-02,2026-04-02 01:37:00+00:00,-155.27499999999998,155.27499999999998,67299.9,303.693,-623.002,111.705,False,False,2026-04-02 01:37:00,67337.5,67428.7,67287.9,67299.9,412.237,4634,128.481,283.756,67359.8,88403.13,1.333e-05,0.309,0.29,0
2026-04-02,2026-04-02 01:43:00+00:00,-140.28199999999998,140.28199999999998,67124.3,303.693,-623.002,111.705,False,False,2026-04-02 01:43:00,67126.5,67208.1,67090.1,67124.3,439.998,3355,149.858,290.14,67133.64,88595.85,1.019e-05,0.0,9.324,0
2026-04-02,2026-04-02 01:52:00+00:00,182.98600000000002,182.98600000000002,67208.3,303.693,-623.002,111.705,False,False,2026-04-02 01:52:00,67079.2,67211.8,67079.2,67208.3,291.996,2451,237.491,54.505,67171.14,88468.43,5.43e-06,0.0,0.0,0
