close_key,source_date,close_ts,mode,close_reason,close_price,side,entry,sl,join_status,join_confidence,lifecycle_tp1_done,lifecycle_tp2_done,lifecycle_sl_done,lifecycle_trail_active,lifecycle_trail_sl_price,lifecycle_prices_entry,lifecycle_prices_sl,lifecycle_prices_tp1,lifecycle_prices_tp2,trade_lifecycle_state,src_evt_ts,src_evt_kind,src_evt_price,peak_ts,peak_kind,peak_price,peak_delta,peak_imb,peak_vol,schema,event,record_ts,symbol,source,lc_ts,lc_mode,lc_reason,lc_side,lc_entry,lc_opened_at,lc_trade_key,lc_order_id,lc_qty,lc_entry_ref,lc_entry_actual,lc_order_id_sl,lc_order_id_tp1,lc_order_id_tp2,lc_qty1,lc_qty2,lc_qty3,lc_tp1_done,lc_tp2_done,lc_sl_done,lc_trail_active,lc_trail_sl_price,lc_prices_entry,lc_prices_sl,lc_prices_tp1,lc_prices_tp2
cfcbc512188161b262d683a0f44aae3084d0eb4a,2026-03-20,2026-03-20 03:30:18.814608+00:00,live,SL,,SHORT,69828.18,,window_match,0.6,False,False,True,False,,69828.18,70702.32,68954.04,68079.91,plain_sl,,,,2026-03-20 00:40:00+00:00,short,69822.435231,-26.7,0.591,45.19,trade_outcome_v1,TRADE_OUTCOME,2026-03-20T03:30:18.814608+00:00,BTCUSDC,_close_slot,2026-03-20T03:30:18.814608+00:00,live,SL,SHORT,69828.18,2026-03-19T23:41:47.776994+00:00,EX_EN_1773963610,8731207707,0.05728,69828.18,69811.0,8731207764,8731207772,8731207779,0.01909,0.01909,0.0191,False,False,True,False,,69828.18,70702.32,68954.04,68079.91
