ts,day,event_type,kind,reject_reason,delta,vol,imb,price,vwap,poc,matched_feed_ts,matched_open_interest,matched_funding_rate,matched_liq_buy_qty,matched_liq_sell_qty,source_file,terminal_decision_present,cum_delta_24h,cum_delta_180m,cum_delta_60m,ret_15m,ret_60m,dist_vwap,abs_dist_vwap,price_vs_vwap_side,join_status,join_confidence,close_ts,close_reason,entry,side
2026-03-20 00:40:00,2026-03-20,PEAK_EMIT,short,,-26.7,45.19,0.591,69822.435231,70092.0,69270.0,2026-03-20 00:40:00,86751.63,1.094e-05,1.13,0.0,2026-03-20.jsonl,True,-8341.59299999997,-243.92799999999534,526.4170000000013,240.60000000000582,509.6000000000058,-269.56476900000416,269.56476900000416,below,window_match,0.6,2026-03-20 03:30:18.814608+00:00,SL,69828.18,SHORT
