source_date,ts,delta,abs_delta,price,rolling_max,rolling_min,threshold_abs_delta,is_owner_max,is_owner_min,Timestamp,Open,High,Low,Close,Volume,AggTrades,BuyQty,SellQty,VWAP,OpenInterest,FundingRate,LiqBuyQty,LiqSellQty,IsSynthetic
2026-03-17,2026-03-17 00:09:00+00:00,215.41199999999998,215.41199999999998,74953.0,465.034,-145.09,92.6575,False,False,2026-03-17 00:09:00,74908.9,74963.0,74904.0,74953.0,578.128,3753,396.77,181.358,74944.64,88286.95,3.72e-06,0.154,0.0,0
2026-03-17,2026-03-17 00:11:00+00:00,519.855,519.855,75192.1,1306.4519999999998,-145.09,92.6575,False,False,2026-03-17 00:11:00,74990.7,75245.1,74989.2,75192.1,1426.795,9418,973.325,453.47,75165.0,88515.59,3.95e-06,3.445,0.0,0
2026-03-17,2026-03-17 00:12:00+00:00,135.151,135.151,75220.6,1306.4519999999998,-145.09,92.6575,False,False,2026-03-17 00:12:00,75192.2,75300.0,75184.0,75220.6,788.489,6120,461.82,326.669,75241.87,88676.02,3.95e-06,0.387,0.0,0
2026-03-17,2026-03-17 00:14:00+00:00,295.06399999999996,295.06399999999996,75437.6,1306.4519999999998,-145.09,92.6575,False,False,2026-03-17 00:14:00,75299.9,75441.9,75242.3,75437.6,931.738,7539,613.401,318.337,75361.42,88745.64,5.83e-06,4.74,0.0,0
2026-03-17,2026-03-17 00:17:00+00:00,161.88400000000001,161.88400000000001,75450.4,1306.4519999999998,-145.09,92.6575,False,False,2026-03-17 00:17:00,75400.0,75488.0,75232.1,75450.4,723.216,7597,442.55,280.666,75380.45,89188.28,6.89e-06,0.132,0.399,0
2026-03-17,2026-03-17 00:18:00+00:00,-114.17600000000002,114.17600000000002,75244.7,1306.4519999999998,-145.09,92.6575,False,False,2026-03-17 00:18:00,75450.5,75450.5,75186.3,75244.7,461.442,5673,173.633,287.809,75284.75,89230.86,7.62e-06,0.0,0.32,0
2026-03-17,2026-03-17 00:24:00+00:00,-97.098,97.098,75045.0,1306.4519999999998,-159.965,92.6575,False,False,2026-03-17 00:24:00,75186.4,75186.4,75000.0,75045.0,300.506,3534,101.704,198.802,75064.53,89275.79,7.7e-06,0.0,0.015,0
2026-03-17,2026-03-17 00:25:00+00:00,119.55600000000004,119.55600000000004,74926.1,1306.4519999999998,-159.965,92.6575,False,False,2026-03-17 00:25:00,75045.0,75045.1,74887.0,74926.1,773.562,4610,446.559,327.003,74923.98,89026.73,7.77e-06,0.0,0.375,0
2026-03-17,2026-03-17 00:40:00+00:00,-143.145,143.145,74962.8,1306.4519999999998,-159.965,92.6575,False,False,2026-03-17 00:40:00,75067.8,75067.9,74921.8,74962.8,251.477,3186,54.166,197.311,74991.31,89100.69,9.22e-06,0.0,0.17,0
2026-03-17,2026-03-17 01:00:00+00:00,143.71,143.71,75283.9,1306.4519999999998,-159.965,92.6575,False,False,2026-03-17 01:00:00,75143.4,75286.1,75143.4,75283.9,270.08,2365,206.895,63.185,75220.85,89230.9,8.55e-06,0.57,0.0,0
