source_date,event_ts,kind,seq,move_start_ts,latency_min,move_size,peak_price,reference_price,lookback_rows
2026-04-04,2026-04-04 23:56:00+00:00,long,560,2026-04-04 23:51:00+00:00,5.0,222.91266000000178,67451.71266,67228.8,30
