close_key,source_date,close_ts,mode,close_reason,close_price,side,entry,sl,join_status,join_confidence,lifecycle_tp1_done,lifecycle_tp2_done,lifecycle_sl_done,lifecycle_trail_active,lifecycle_trail_sl_price,lifecycle_prices_entry,lifecycle_prices_sl,lifecycle_prices_tp1,lifecycle_prices_tp2,trade_lifecycle_state,src_evt_ts,src_evt_kind,src_evt_price,peak_ts,peak_kind,peak_price,peak_delta,peak_imb,peak_vol,schema,event,record_ts,symbol,source,lc_ts,lc_mode,lc_reason,lc_side,lc_entry,lc_opened_at,lc_trade_key,lc_order_id,lc_qty,lc_entry_ref,lc_entry_actual,lc_order_id_sl,lc_order_id_tp1,lc_order_id_tp2,lc_qty1,lc_qty2,lc_qty3,lc_tp1_done,lc_tp2_done,lc_sl_done,lc_trail_active,lc_trail_sl_price,lc_prices_entry,lc_prices_sl,lc_prices_tp1,lc_prices_tp2
fa6ebdcf569ca7b02eeed59604656ff995d9b2cb,2026-04-04,2026-04-04 20:10:32.172492+00:00,live,SL,,LONG,66798.52,,window_match,0.6,True,True,True,True,67232.0,66798.52,66780.01,67079.08,67359.64,tp1_tp2_then_trailing_stop,,,,2026-04-03 16:20:00+00:00,long,66788.02291,58.98,0.549,107.52,trade_outcome_v1,TRADE_OUTCOME,2026-04-04T20:10:32.172492+00:00,BTCUSDC,_close_slot,2026-04-04T20:10:32.172492+00:00,live,SL,LONG,66798.52,2026-04-03T14:20:05.098213+00:00,EX_EN_1775226003,8883943631,0.05988,66798.52,66780.01,8887762248,8883944557,8883944569,0.01996,0.01996,0.01996,True,True,True,True,67232.0,66798.52,66780.01,67079.08,67359.64
