source_date,ts,delta,abs_delta,price,rolling_max,rolling_min,threshold_abs_delta,is_owner_max,is_owner_min,Timestamp,Open,High,Low,Close,Volume,AggTrades,BuyQty,SellQty,VWAP,OpenInterest,FundingRate,LiqBuyQty,LiqSellQty,IsSynthetic
2026-03-18,2026-03-18 00:34:00+00:00,-95.711,95.711,73660.7,69.265,-214.24200000000002,92.5925,False,False,2026-03-18 00:34:00,73669.0,73691.8,73626.1,73660.7,154.653,1635,29.471,125.182,73651.03,93034.46,-5.805e-05,0.0,0.043,0
2026-03-18,2026-03-18 00:38:00+00:00,-113.22299999999998,113.22299999999998,73586.9,69.265,-214.24200000000002,92.5925,False,False,2026-03-18 00:38:00,73619.0,73645.8,73518.9,73586.9,392.847,3255,139.812,253.035,73569.63,93048.68,-5.73e-05,0.0,0.302,0
2026-03-18,2026-03-18 03:25:00+00:00,131.79000000000002,131.79000000000002,74461.7,134.07799999999997,-113.22299999999998,92.5925,False,False,2026-03-18 03:25:00,74370.8,74500.0,74370.8,74461.7,354.796,2906,243.293,111.503,74459.11,93090.7,-5.155e-05,0.034,0.0,0
2026-03-18,2026-03-18 03:27:00+00:00,107.28599999999999,107.28599999999999,74562.4,134.07799999999997,-113.22299999999998,92.5925,False,False,2026-03-18 03:27:00,74478.9,74587.9,74436.9,74562.4,339.448,3310,223.367,116.081,74520.68,93095.27,-5.069e-05,0.088,0.0,0
2026-03-18,2026-03-18 03:37:00+00:00,93.02300000000001,93.02300000000001,74571.6,134.07799999999997,-113.22299999999998,92.5925,False,False,2026-03-18 03:37:00,74583.8,74633.0,74564.0,74571.6,233.015,1796,163.019,69.996,74596.21,93279.54,-5.252e-05,0.153,0.0,0
2026-03-18,2026-03-18 04:31:00+00:00,-97.632,97.632,74187.7,134.07799999999997,-100.42099999999999,92.5925,False,False,2026-03-18 04:31:00,74219.9,74219.9,74148.3,74187.7,215.492,1603,58.93,156.562,74180.25,93456.02,-4.581e-05,0.0,4.095,0
2026-03-18,2026-03-18 05:32:00+00:00,-99.442,99.442,74081.6,131.79000000000002,-151.145,92.5925,False,False,2026-03-18 05:32:00,74080.9,74106.3,74064.4,74081.6,302.534,945,101.546,200.988,74094.04,93704.98,-3.884e-05,0.0,0.0,0
2026-03-18,2026-03-18 05:50:00+00:00,-100.112,100.112,73953.8,131.79000000000002,-151.145,92.5925,False,False,2026-03-18 05:50:00,73991.1,73995.0,73950.6,73953.8,167.692,804,33.79,133.902,73970.81,93589.43,-3.573e-05,0.0,0.0,0
2026-03-18,2026-03-18 05:55:00+00:00,-144.64499999999998,144.64499999999998,73806.6,131.79000000000002,-151.145,92.5925,False,False,2026-03-18 05:55:00,73934.1,73954.8,73800.0,73806.6,725.549,3701,290.452,435.097,73860.17,93654.34,-3.553e-05,0.0,4.807,0
2026-03-18,2026-03-18 08:50:00+00:00,-95.614,95.614,74040.0,226.79399999999998,-152.17699999999996,92.5925,False,False,2026-03-18 08:50:00,74027.8,74048.0,74019.0,74040.0,169.34,547,36.863,132.477,74038.21,93636.56,-5.621e-05,0.0,0.0,0
