ts,day,event_type,kind,reject_reason,delta,vol,imb,price,vwap,poc,matched_feed_ts,matched_open_interest,matched_funding_rate,matched_liq_buy_qty,matched_liq_sell_qty,source_file,terminal_decision_present,cum_delta_24h,cum_delta_180m,cum_delta_60m,ret_15m,ret_60m,dist_vwap,abs_dist_vwap,price_vs_vwap_side
2026-03-18 01:42:00,2026-03-18,CANDIDATE_COMPARISON_REJECT,long,no_prev_peak,18.8,24.52,0.766,73601.271726,74458.0,,2026-03-18 01:42:00,92775.01,-4.459e-05,0.0,0.0,2026-03-18.jsonl,True,2070.795000000012,350.8690000000006,581.8669999999984,180.8000000000029,597.3000000000029,-856.7282739999937,856.7282739999937,below
2026-03-18 01:46:00,2026-03-18,CANDIDATE_COMPARISON_REJECT,long,vwap_side,34.93,44.57,0.784,73741.046719,74453.0,,2026-03-18 01:46:00,92797.78,-4.562e-05,0.0,0.0,2026-03-18.jsonl,True,2009.4420000000127,210.66800000000057,485.61799999999766,106.60000000000582,393.8000000000029,-711.9532809999946,711.9532809999946,below
2026-03-18 01:55:00,2026-03-18,CANDIDATE_COMPARISON_REJECT,short,direction_mismatch,-90.65,95.38,0.95,73798.89161,74449.0,,2026-03-18 01:55:00,92820.02,-4.708e-05,0.0,0.0,2026-03-18.jsonl,True,2206.889000000013,1.1880000000010114,241.8189999999986,-126.09999999999127,221.90000000000873,-650.108389999994,650.108389999994,below
2026-03-18 02:10:00,2026-03-18,CANDIDATE_COMPARISON_REJECT,long,direction_mismatch,49.83,53.06,0.939,73944.38839,74431.0,,2026-03-18 02:10:00,92881.05,-4.639e-05,0.07,0.0,2026-03-18.jsonl,True,2718.334000000013,-27.687999999998283,379.3719999999985,225.5,286.20000000001164,-486.6116100000072,486.6116100000072,below
2026-03-18 02:40:00,2026-03-18,CANDIDATE_COMPARISON_REJECT,long,vwap_side,58.14,65.94,0.882,74162.020042,74387.0,,2026-03-18 02:40:00,92932.36,-5.251e-05,0.0,0.0,2026-03-18.jsonl,True,2283.3970000000127,141.40700000000106,-28.702000000001135,79.10000000000582,160.40000000000873,-224.97995799999626,224.97995799999626,below
2026-03-18 06:55:00,2026-03-18,CANDIDATE_COMPARISON_REJECT,short,direction_mismatch,-55.32,73.06,0.757,73915.48876,74157.0,,2026-03-18 06:55:00,93501.48,-3.476e-05,0.0,0.0,2026-03-18.jsonl,True,3856.085000000009,-1102.6509999999998,74.46700000000146,13.39999999999418,236.09999999999127,-241.5112400000071,241.5112400000071,below
2026-03-18 07:45:00,2026-03-18,CANDIDATE_COMPARISON_REJECT,long,direction_mismatch,116.64,127.12,0.918,74059.750087,74151.0,,2026-03-18 07:45:00,93336.92,-4.677e-05,0.0,0.0,2026-03-18.jsonl,True,2794.5420000000067,-861.9630000000006,-314.121000000001,-131.0,-337.5,-91.24991300000693,91.24991300000693,below
2026-03-18 07:50:00,2026-03-18,CANDIDATE_COMPARISON_REJECT,short,direction_mismatch,-138.32,151.58,0.913,74061.940786,74153.0,,2026-03-18 07:50:00,93454.21,-4.691e-05,0.0,0.0,2026-03-18.jsonl,True,2781.1110000000076,-878.3999999999996,-362.3090000000002,68.90000000000873,-213.39999999999418,-91.05921399999352,91.05921399999352,below
2026-03-18 12:30:00,2026-03-18,CANDIDATE_COMPARISON_REJECT,short,3of3_fail,-39.52,117.51,0.336,73627.795297,74137.0,,2026-03-18 12:30:00,92786.88,-8.674e-05,0.0,0.0,2026-03-18.jsonl,True,879.3030000000049,-1969.3230000000035,-1412.7330000000006,63.10000000000582,-774.5,-509.2047029999958,509.2047029999958,below
2026-03-18 12:31:00,2026-03-18,CANDIDATE_GATE_REJECT,short,imb_band,,,0.354,,,,2026-03-18 12:31:00,92813.23,-8.611e-05,0.0,0.858,2026-03-18.jsonl,True,68.14400000000478,-2839.649000000004,-1951.4040000000005,-213.89999999999418,-659.7999999999884,,,at_or_unknown
2026-03-18 12:33:00,2026-03-18,CANDIDATE_COMPARISON_REJECT,long,direction_mismatch,30.62,94.79,0.323,73179.16878,74115.0,,2026-03-18 12:33:00,92488.24,-8.638e-05,0.02,3.877,2026-03-18.jsonl,True,-625.4299999999948,-3440.090000000004,-1678.1630000000005,-399.8000000000029,-823.1999999999971,-935.8312199999928,935.8312199999928,below
2026-03-18 13:11:00,2026-03-18,CANDIDATE_COMPARISON_REJECT,short,direction_mismatch,-104.06,140.13,0.743,72687.590588,74033.0,,2026-03-18 13:11:00,91355.01,-6.933e-05,0.0,0.0,2026-03-18.jsonl,True,-1041.5309999999936,-2980.757000000003,-797.8020000000001,-93.5,-356.0,-1345.4094119999936,1345.4094119999936,below
2026-03-18 15:30:00,2026-03-18,CANDIDATE_COMPARISON_REJECT,long,direction_mismatch,34.04,133.21,0.256,71649.252887,73713.0,,2026-03-18 15:30:00,87935.47,8.79e-06,0.0,0.0,2026-03-18.jsonl,True,-5984.495999999997,-4977.222999999999,-2572.9939999999997,223.5,-360.90000000000873,-2063.747113000005,2063.747113000005,below
2026-03-18 16:07:00,2026-03-18,CANDIDATE_COMPARISON_REJECT,long,vwap_side,49.02,109.43,0.448,71391.770945,73480.0,,2026-03-18 16:07:00,86858.78,2.505e-05,0.0,0.08,2026-03-18.jsonl,True,-5943.832999999997,-3666.0029999999997,-627.3329999999997,-87.69999999999709,-148.6999999999971,-2088.2290550000034,2088.2290550000034,below
2026-03-18 19:08:00,2026-03-18,CANDIDATE_COMPARISON_REJECT,long,vwap_side,53.33,74.3,0.718,71957.939759,73006.0,,2026-03-18 19:08:00,86457.01,5.313e-05,0.0,0.0,2026-03-18.jsonl,True,-7100.868,640.3390000000011,-799.6879999999996,-29.90000000000873,-600.1000000000058,-1048.0602409999992,1048.0602409999992,below
2026-03-18 19:55:00,2026-03-18,CANDIDATE_COMPARISON_REJECT,short,direction_mismatch,-98.42,138.55,0.71,71195.32425,72911.0,,2026-03-18 19:55:00,86811.82,3.712e-05,0.0,0.0,2026-03-18.jsonl,True,-6666.558999999999,976.0840000000009,-182.91399999999942,-11.89999999999418,10.5,-1715.6757499999949,1715.6757499999949,below
