target_ts,Timestamp,minutes_from_target,Close,VWAP,BuyQty,SellQty,OpenInterest,FundingRate,LiqBuyQty,LiqSellQty,IsSynthetic,delta_1m,vol_1m,price_minus_vwap
2026-04-05 01:46:00,2026-04-05 02:04:00,18,,,0.697940,0.561250,,,,,,0.136690,,
2026-04-05 01:46:00,2026-04-05 02:05:00,19,,,0.295360,0.543880,,,,,,-0.248520,,
2026-04-05 01:46:00,2026-04-05 02:06:00,20,,,0.277410,1.426220,,,,,,-1.148810,,
2026-04-05 01:46:00,2026-04-05 02:07:00,21,,,0.433330,0.911170,,,,,,-0.477840,,
2026-04-05 01:46:00,2026-04-05 02:08:00,22,,,0.240710,0.661040,,,,,,-0.420330,,
2026-04-05 01:46:00,2026-04-05 02:09:00,23,,,0.278540,0.429690,,,,,,-0.151150,,
2026-04-05 01:46:00,2026-04-05 02:10:00,24,,,0.875990,0.521160,,,,,,0.354830,,
2026-04-05 01:46:00,2026-04-05 02:11:00,25,,,0.415740,2.133500,,,,,,-1.717760,,
2026-04-05 01:46:00,2026-04-05 02:12:00,26,,,0.196780,0.432530,,,,,,-0.235750,,
2026-04-05 01:46:00,2026-04-05 02:13:00,27,,,0.781630,1.999190,,,,,,-1.217560,,
2026-04-05 01:46:00,2026-04-05 02:14:00,28,,,0.325560,0.902750,,,,,,-0.577190,,
2026-04-05 01:46:00,2026-04-05 02:15:00,29,,,0.915520,0.354730,,,,,,0.560790,,
2026-04-05 01:46:00,2026-04-05 02:16:00,30,,,0.276540,0.559710,,,,,,-0.283170,,
2026-04-05 07:20:00,2026-04-05 06:50:00,-30,,,0.199300,0.171540,,,,,,0.027760,,
2026-04-05 07:20:00,2026-04-05 06:51:00,-29,,,1.101590,0.045220,,,,,,1.056370,,
2026-04-05 07:20:00,2026-04-05 06:52:00,-28,,,3.035930,1.669350,,,,,,1.366580,,
2026-04-05 07:20:00,2026-04-05 06:53:00,-27,,,0.288730,0.064770,,,,,,0.223960,,
2026-04-05 07:20:00,2026-04-05 06:54:00,-26,,,0.281100,1.208060,,,,,,-0.926960,,
2026-04-05 07:20:00,2026-04-05 06:55:00,-25,,,0.409680,0.129140,,,,,,0.280540,,
2026-04-05 07:20:00,2026-04-05 06:56:00,-24,,,0.227860,0.568290,,,,,,-0.340430,,
2026-04-05 07:20:00,2026-04-05 06:57:00,-23,,,9.533550,1.727480,,,,,,7.806070,,
2026-04-05 07:20:00,2026-04-05 06:58:00,-22,,,2.049520,2.536990,,,,,,-0.487470,,
2026-04-05 07:20:00,2026-04-05 06:59:00,-21,,,0.222220,0.393530,,,,,,-0.171310,,
2026-04-05 07:20:00,2026-04-05 07:00:00,-20,,,0.610110,9.057230,,,,,,-8.447120,,
