bundle_version,spec_version,bundle_scope_id,bundle_built_at,input_root,output_root,scope_start,scope_end,daily_folder_count,review_memo_present,index_summary_present,selected_cases_present,sequence_context_present,raw_feed_micro_present,blocker_breakdown_present,review_markdown_status,index_summary_status,selected_cases_status,sequence_context_status,raw_feed_micro_status,blocker_breakdown_status,selected_case_count,missing_raw_micro_case_count,missing_sequence_case_count,partial_coverage_flag,notes
0.1.0,0.3,2026-04-05_to_2026-04-05,2026-04-05T14:32:49.004155+00:00,D:\Project_V\btc-orderflow-system\deltascout\research_material\_tmp_single_day_reviews,D:\Project_V\btc-orderflow-system\deltascout\research_material\bundles\2026-04-05_to_2026-04-05,2026-04-05,2026-04-05,1,no,yes,yes,yes,yes,no,missing,complete,complete,complete,complete,missing,8,0,0,no,"P3 bundle: selected cases, sequence context, and raw micro built"
