target_ts,session_date,ts,minutes_from_target,is_target_case,event_type,kind,reject_reason,interesting_reject_bucket,rule_id,price,price_vs_vwap_side,cum_delta_24h,cum_delta_60m,cum_delta_180m,ret_15m,ret_60m,same_side_as_target,later_same_side_event_in_window,later_same_side_accepted_in_window,later_same_side_stronger_reject_in_window
2026-04-05 14:34:00,2026-04-05,2026-04-05 13:15:00,-79,no,CANDIDATE_COMPARISON_REJECT,short,direction_mismatch,,,67058.049316,below,-0.2535500000703905,-90.90685000000667,-91.71686999999656,0.0,70.0,yes,no,no,no
2026-04-05 14:34:00,2026-04-05,2026-04-05 13:35:00,-59,no,CANDIDATE_COMPARISON_REJECT,long,direction_mismatch,,,67004.06762,below,-58.54032000005827,-52.36862000000838,-104.08225999999922,-48.0,9.0,no,no,no,no
2026-04-05 14:34:00,2026-04-05,2026-04-05 14:31:00,-3,no,CANDIDATE_COMPARISON_REJECT,short,direction_mismatch,unclear_but_constructive,IR_F1,66871.239577,below,128.75335999997333,-78.73205999999482,-234.0482600000032,-37.0,-127.0,yes,no,no,no
2026-04-05 14:34:00,2026-04-05,2026-04-05 14:33:00,-1,no,CANDIDATE_COMPARISON_REJECT,short,3of3_fail,possible_reversal_confirmation,IR_B1,66815.940863,below,373.76084999996965,-105.88651999999638,-262.3347300000096,-126.0,-202.0,yes,no,no,no
2026-04-05 14:34:00,2026-04-05,2026-04-05 14:34:00,0,yes,PEAK_EMIT,short,,,,66774.628139,below,339.5512399999716,-125.0711999999985,-283.1735800000097,-187.0,-249.0,yes,no,no,no
2026-04-05 14:31:00,2026-04-05,2026-04-05 13:15:00,-76,no,CANDIDATE_COMPARISON_REJECT,short,direction_mismatch,,,67058.049316,below,-0.2535500000703905,-90.90685000000667,-91.71686999999656,0.0,70.0,yes,yes,yes,yes
2026-04-05 14:31:00,2026-04-05,2026-04-05 13:35:00,-56,no,CANDIDATE_COMPARISON_REJECT,long,direction_mismatch,,,67004.06762,below,-58.54032000005827,-52.36862000000838,-104.08225999999922,-48.0,9.0,no,yes,yes,yes
2026-04-05 14:31:00,2026-04-05,2026-04-05 14:31:00,0,yes,CANDIDATE_COMPARISON_REJECT,short,direction_mismatch,unclear_but_constructive,IR_F1,66871.239577,below,128.75335999997333,-78.73205999999482,-234.0482600000032,-37.0,-127.0,yes,yes,yes,yes
2026-04-05 14:31:00,2026-04-05,2026-04-05 14:33:00,2,no,CANDIDATE_COMPARISON_REJECT,short,3of3_fail,possible_reversal_confirmation,IR_B1,66815.940863,below,373.76084999996965,-105.88651999999638,-262.3347300000096,-126.0,-202.0,yes,yes,yes,yes
2026-04-05 14:31:00,2026-04-05,2026-04-05 14:34:00,3,no,PEAK_EMIT,short,,,,66774.628139,below,339.5512399999716,-125.0711999999985,-283.1735800000097,-187.0,-249.0,yes,yes,yes,yes
2026-04-05 14:33:00,2026-04-05,2026-04-05 13:15:00,-78,no,CANDIDATE_COMPARISON_REJECT,short,direction_mismatch,,,67058.049316,below,-0.2535500000703905,-90.90685000000667,-91.71686999999656,0.0,70.0,yes,yes,yes,no
2026-04-05 14:33:00,2026-04-05,2026-04-05 13:35:00,-58,no,CANDIDATE_COMPARISON_REJECT,long,direction_mismatch,,,67004.06762,below,-58.54032000005827,-52.36862000000838,-104.08225999999922,-48.0,9.0,no,yes,yes,no
2026-04-05 14:33:00,2026-04-05,2026-04-05 14:31:00,-2,no,CANDIDATE_COMPARISON_REJECT,short,direction_mismatch,unclear_but_constructive,IR_F1,66871.239577,below,128.75335999997333,-78.73205999999482,-234.0482600000032,-37.0,-127.0,yes,yes,yes,no
