Timestamp,Trades,TotalQty,AvgSize,BuyQty,SellQty,AvgPrice,ClosePrice,HiPrice,LowPrice
2026-03-18 00:00:00,2354,11.815660,0.005019,5.483160,6.332500,74322.263871,74307,74354,74307
2026-03-18 00:01:00,2561,5.891470,0.002300,1.421210,4.470260,74316.957603,74292,74343,74292
2026-03-18 00:02:00,1291,9.775030,0.007572,8.449750,1.325280,74300.300992,74304,74309,74292
2026-03-18 00:03:00,3532,9.982770,0.002826,5.156510,4.826260,74246.028974,74249,74304,74230
2026-03-18 00:04:00,2148,3.167710,0.001475,2.203590,0.964120,74237.099658,74264,74264,74223
2026-03-18 00:05:00,1803,2.542420,0.001410,1.547360,0.995060,74270.671792,74290,74290,74258
2026-03-18 00:06:00,2993,6.315970,0.002110,2.387120,3.928850,74337.291937,74336,74355,74290
2026-03-18 00:07:00,1710,1.990700,0.001164,0.613140,1.377560,74307.017722,74295,74336,74290
2026-03-18 00:08:00,1606,2.925800,0.001822,0.950040,1.975760,74279.340797,74275,74300,74268
2026-03-18 00:09:00,1250,2.099960,0.001680,1.707660,0.392300,74298.316410,74315,74315,74275
2026-03-18 00:10:00,2410,6.093750,0.002529,2.298250,3.795500,74340.783392,74355,74355,74315
2026-03-18 00:11:00,1722,10.055900,0.005840,6.669020,3.386880,74361.384730,74382,74382,74342
2026-03-18 00:12:00,3264,6.050240,0.001854,2.435550,3.614690,74378.991414,74369,74399,74361
2026-03-18 00:13:00,1179,1.648150,0.001398,1.182420,0.465730,74370.175899,74378,74378,74362
2026-03-18 00:14:00,1259,5.294240,0.004205,0.483260,4.810980,74372.345599,74349,74379,74349
2026-03-18 00:15:00,1551,2.889190,0.001863,0.914580,1.974610,74327.193627,74318,74349,74318
2026-03-18 00:16:00,2582,11.209510,0.004341,3.624710,7.584800,74300.420885,74292,74330,74275
2026-03-18 00:17:00,2254,9.119120,0.004046,1.183250,7.935870,74274.947835,74278,74292,74260
2026-03-18 00:18:00,1196,7.507330,0.006277,0.899020,6.608310,74278.100305,74262,74286,74262
2026-03-18 00:19:00,2834,8.297420,0.002928,3.932780,4.364640,74265.180128,74290,74290,74250
2026-03-18 00:20:00,2732,6.073190,0.002223,2.947840,3.125350,74315.860135,74312,74332,74288
2026-03-18 00:21:00,1299,2.471720,0.001903,0.505790,1.965930,74317.111617,74317,74327,74312
2026-03-18 00:22:00,7059,43.922590,0.006222,6.686470,37.236120,74161.434895,74133,74317,74100
2026-03-18 00:23:00,2626,13.805420,0.005257,10.585820,3.219600,74155.352756,74191,74194,74122
2026-03-18 00:24:00,3629,8.441380,0.002326,5.508880,2.932500,74203.233463,74235,74246,74174
2026-03-18 00:25:00,1321,14.382090,0.010887,10.139870,4.242220,74228.472855,74231,74237,74218
2026-03-18 00:26:00,964,5.646160,0.005857,3.441680,2.204480,74222.517886,74223,74231,74218
2026-03-18 00:27:00,1891,6.001070,0.003173,3.651070,2.350000,74192.171586,74191,74223,74180
2026-03-18 00:28:00,1400,4.164180,0.002974,1.609160,2.555020,74194.149913,74178,74208,74178
2026-03-18 00:29:00,782,3.099790,0.003964,1.499170,1.600620,74189.775616,74197,74197,74178
2026-03-18 00:30:00,1006,5.314830,0.005283,3.897330,1.417500,74197.217589,74197,74204,74193
2026-03-18 00:31:00,2534,5.312570,0.002097,0.793910,4.518660,74174.775167,74153,74197,74153
2026-03-18 00:32:00,2980,18.284500,0.006136,2.775620,15.508880,74093.149134,74088,74153,74079
2026-03-18 00:33:00,1866,7.287450,0.003905,4.272340,3.015110,74107.065808,74128,74128,74087
2026-03-18 00:34:00,1116,2.538210,0.002274,0.804970,1.733240,74112.623614,74090,74128,74090
2026-03-18 00:35:00,1101,3.845650,0.003493,1.844120,2.001530,74094.682650,74120,74120,74090
2026-03-18 00:36:00,1653,5.159020,0.003121,1.509340,3.649680,74116.892985,74108,74128,74101
2026-03-18 00:37:00,1597,4.788940,0.002999,2.728380,2.060560,74137.805199,74140,74148,74108
2026-03-18 00:38:00,3181,11.418600,0.003590,2.809680,8.608920,74088.361280,74060,74140,74060
2026-03-18 00:39:00,1883,8.235770,0.004374,1.999050,6.236720,74065.604336,74058,74082,74050
2026-03-18 00:40:00,1116,6.794170,0.006088,1.953570,4.840600,74072.214427,74080,74080,74058
2026-03-18 00:41:00,1493,7.714170,0.005167,2.073350,5.640820,74056.153460,74057,74080,74050
2026-03-18 00:42:00,2022,12.534270,0.006199,3.010440,9.523830,74038.258872,74050,74057,74017
2026-03-18 00:43:00,1445,2.774120,0.001920,0.502890,2.271230,74030.175133,74031,74050,74022
2026-03-18 00:44:00,1198,4.545280,0.003794,1.283190,3.262090,74030.587636,74019,74039,74016
2026-03-18 00:45:00,4709,47.538200,0.010095,15.966440,31.571760,73983.180037,73940,74024,73931
2026-03-18 00:46:00,3507,11.500840,0.003279,6.144280,5.356560,73981.785187,73957,74011,73941
2026-03-18 00:47:00,2340,3.480850,0.001488,2.457310,1.023540,73953.670572,74008,74008,73933
2026-03-18 00:48:00,1635,3.654480,0.002235,0.586520,3.067960,73990.078275,73975,74008,73975
2026-03-18 00:49:00,901,12.242230,0.013587,9.530830,2.711400,73989.429890,74000,74006,73974
2026-03-18 00:50:00,2194,6.012920,0.002741,2.852500,3.160420,74044.440378,74041,74060,74000
2026-03-18 00:51:00,1783,5.681400,0.003186,3.630260,2.051140,74027.810313,74040,74054,74013
2026-03-18 00:52:00,2557,11.852230,0.004635,1.868340,9.983890,73985.962342,73942,74040,73942
2026-03-18 00:53:00,2260,11.521840,0.005098,4.443160,7.078680,73950.939269,73982,73988,73938
2026-03-18 00:54:00,669,6.924940,0.010351,1.064990,5.859950,73962.903687,73961,73982,73959
2026-03-18 00:55:00,3183,29.980230,0.009419,3.277510,26.702720,73929.003310,73961,73961,73913
2026-03-18 00:56:00,925,2.741200,0.002963,1.317360,1.423840,73978.191090,73984,73986,73961
2026-03-18 00:57:00,2593,5.525440,0.002131,1.937220,3.588220,73945.352560,73934,73984,73926
2026-03-18 00:58:00,2050,5.011910,0.002445,0.675620,4.336290,73928.592536,73911,73934,73911
2026-03-18 00:59:00,3980,27.715380,0.006964,6.061370,21.654010,73893.645314,73918,73932,73872
2026-03-18 01:00:00,907,4.610500,0.005083,0.998670,3.611830,73910.200616,73909,73918,73898
2026-03-18 01:01:00,2258,12.215770,0.005410,10.280320,1.935450,73906.058988,73932,73934,73894
2026-03-18 01:02:00,4037,17.611740,0.004363,9.957760,7.653980,73995.802877,74009,74028,73932
2026-03-18 01:03:00,3393,19.291090,0.005686,5.821790,13.469300,73980.696394,73931,74014,73931
2026-03-18 01:04:00,5964,14.363630,0.002408,5.346770,9.016860,73878.035626,73884,73931,73828
2026-03-18 01:05:00,4434,5.836440,0.001316,3.602830,2.233610,73862.650626,73917,73917,73828
2026-03-18 01:06:00,4566,8.702520,0.001906,6.500090,2.202430,73964.687463,73977,73993,73917
2026-03-18 01:07:00,2330,5.516510,0.002368,1.707560,3.808950,73961.597531,73952,73977,73943
2026-03-18 01:08:00,1593,3.078060,0.001932,2.722620,0.355440,73995.746671,74022,74022,73952
2026-03-18 01:09:00,3497,6.888700,0.001970,5.159250,1.729450,74031.055972,74062,74063,74010
2026-03-18 01:10:00,1608,3.529090,0.002195,1.323910,2.205180,74029.868066,73997,74062,73997
2026-03-18 01:11:00,1873,2.430300,0.001298,2.042500,0.387800,74008.444931,74031,74037,73997
2026-03-18 01:12:00,1536,4.108980,0.002675,2.125390,1.983590,74021.694406,74007,74031,74000
2026-03-18 01:13:00,1261,3.297000,0.002615,1.486120,1.810880,74021.468233,74033,74039,74004
2026-03-18 01:14:00,483,0.915290,0.001895,0.513080,0.402210,74027.907013,74032,74033,74025
2026-03-18 01:15:00,2059,23.302770,0.011318,1.375010,21.927760,73990.716584,73989,74032,73981
2026-03-18 01:16:00,2598,6.920470,0.002664,2.564640,4.355830,73992.918040,73981,74013,73981
2026-03-18 01:17:00,7915,37.629640,0.004754,17.330930,20.298710,73840.843815,73934,73981,73790
2026-03-18 01:18:00,3880,6.740410,0.001737,2.849030,3.891380,73941.881266,73938,73986,73898
2026-03-18 01:19:00,2436,3.463970,0.001422,1.713890,1.750080,73907.719298,73933,73938,73889
2026-03-18 01:20:00,787,1.722080,0.002188,0.634140,1.087940,73919.076599,73891,73934,73891
2026-03-18 01:21:00,1857,2.382330,0.001283,1.260260,1.122070,73897.989954,73904,73910,73886
2026-03-18 01:22:00,1686,2.701760,0.001602,1.854170,0.847590,73923.289340,73930,73943,73904
2026-03-18 01:23:00,2180,4.451700,0.002042,0.950420,3.501280,73878.136154,73834,73930,73834
2026-03-18 01:24:00,4445,15.340760,0.003451,2.390140,12.950620,73819.450226,73758,73861,73758
2026-03-18 01:25:00,6920,33.040860,0.004775,6.530750,26.510110,73709.231118,73686,73774,73669
