ts,day,event_type,kind,reject_reason,delta,vol,imb,price,vwap,poc,matched_feed_ts,matched_open_interest,matched_funding_rate,matched_liq_buy_qty,matched_liq_sell_qty,source_file,terminal_decision_present,cum_delta_24h,cum_delta_180m,cum_delta_60m,ret_15m,ret_60m,dist_vwap,abs_dist_vwap,price_vs_vwap_side,interesting_reject_flag,interesting_reject_bucket,interesting_reject_note,interesting_rule_id
2026-03-28 02:12:00,2026-03-28,CANDIDATE_COMPARISON_REJECT,short,direction_mismatch,-32.2,44.52,0.723,66225.779332,67007.0,,2026-03-28 02:12:00,94964.37,-0.00011414,0.0,0.01,2026-03-28.jsonl,True,-14830.96799999999,31.617000000007465,-550.8669999999929,96.0,12.89999999999418,-781.2206679999945,781.2206679999945,below,1,possible_exhaustion_probe,strong cumulative flow with contrary price reaction; possible exhaustion probe,IR_D1
2026-03-28 02:35:00,2026-03-28,CANDIDATE_COMPARISON_REJECT,short,3of3_fail,-90.77,91.75,0.989,66234.189426,66982.0,,2026-03-28 02:35:00,95007.9,-0.0001132,0.0,0.0,2026-03-28.jsonl,True,-15042.609999999993,-435.9849999999933,-672.918999999998,-65.79999999998836,-231.6999999999971,-747.8105740000028,747.8105740000028,below,1,unclear_but_constructive,contextually non-trivial reject retained for review,IR_F1
2026-03-28 03:00:00,2026-03-28,CANDIDATE_COMPARISON_REJECT,long,direction_mismatch,109.81,118.41,0.927,66160.17812,66964.0,,2026-03-28 03:00:00,95108.35,-0.00010678,0.0,0.0,2026-03-28.jsonl,True,-14969.853999999994,-1078.6489999999922,-339.0920000000024,20.10000000000582,-117.09999999999127,-803.8218800000031,803.8218800000031,below,1,unclear_but_constructive,contextually non-trivial reject retained for review,IR_F1
2026-03-28 04:40:00,2026-03-28,CANDIDATE_COMPARISON_REJECT,short,direction_mismatch,-153.73,170.54,0.901,66188.914577,66868.0,,2026-03-28 04:40:00,95126.11,-9.692e-05,0.0,0.0,2026-03-28.jsonl,True,-14020.40199999999,-73.04499999999462,87.84100000000035,12.80000000000291,110.5,-679.0854229999968,679.0854229999968,below,1,unclear_but_constructive,contextually non-trivial reject retained for review,IR_F1
2026-03-28 04:50:00,2026-03-28,CANDIDATE_COMPARISON_REJECT,long,direction_mismatch,126.55,138.18,0.916,66225.393819,66841.0,,2026-03-28 04:50:00,95137.83,-9.682e-05,0.0,0.0,2026-03-28.jsonl,True,-14088.30999999999,42.65100000000166,180.3779999999988,-12.799999999988358,35.5,-615.6061809999956,615.6061809999956,below,1,unclear_but_constructive,contextually non-trivial reject retained for review,IR_F1
2026-03-28 08:45:00,2026-03-28,CANDIDATE_COMPARISON_REJECT,long,vwap_side,68.27,130.42,0.523,66435.630071,66612.0,,2026-03-28 08:45:00,95436.73,-7.579e-05,0.0,0.0,2026-03-28.jsonl,True,-11364.574999999995,73.95299999999588,81.29699999999866,-136.3000000000029,-24.69999999999709,-176.36992899999314,176.36992899999314,below,1,possible_reversal_onset,vwap_side reject near VWAP with directional cumulative buildup,IR_A2
2026-03-28 09:15:00,2026-03-28,CANDIDATE_COMPARISON_REJECT,long,vwap_side,86.97,105.44,0.825,66485.89252,66588.0,,2026-03-28 09:15:00,95479.54,-7.809e-05,0.0,0.0,2026-03-28.jsonl,True,-11578.056999999997,-182.65600000000632,-510.2760000000035,-55.90000000000873,-146.70000000001164,-102.10748000000603,102.10748000000603,below,1,unclear_but_constructive,contextually non-trivial reject retained for review,IR_F1
2026-03-28 10:30:00,2026-03-28,CANDIDATE_COMPARISON_REJECT,short,direction_mismatch,-107.86,147.45,0.732,66371.262413,66433.0,,2026-03-28 10:30:00,95383.62,-7.843e-05,0.0,0.0,2026-03-28.jsonl,True,-11933.639000000001,-694.9530000000032,-417.71200000000135,-149.39999999999418,-182.09999999999127,-61.73758699999598,61.73758699999598,below,1,unclear_but_constructive,contextually non-trivial reject retained for review,IR_F1
2026-03-28 13:18:00,2026-03-28,CANDIDATE_COMPARISON_REJECT,long,direction_mismatch,28.09,42.43,0.662,66480.333807,66223.0,,2026-03-28 13:18:00,95597.49,-5.849e-05,0.0,0.0,2026-03-28.jsonl,True,-5124.686,369.4789999999957,106.47899999999754,3.0,-43.80000000000291,257.3338070000027,257.3338070000027,above,1,unclear_but_constructive,contextually non-trivial reject retained for review,IR_F1
2026-03-28 14:41:00,2026-03-28,CANDIDATE_COMPARISON_REJECT,long,3of3_fail,98.82,327.67,0.302,67007.234117,66208.0,,2026-03-28 14:41:00,94763.4,-3.189e-05,0.0,0.0,2026-03-28.jsonl,True,-772.2989999999918,2209.222999999998,864.3100000000013,-2.3000000000029104,-170.6999999999971,799.234117,799.234117,above,1,unclear_but_constructive,contextually non-trivial reject retained for review,IR_F1
