Timestamp,Open,High,Low,Close,Volume,AggTrades,BuyQty,SellQty,VWAP,OpenInterest,FundingRate,LiqBuyQty,LiqSellQty,IsSynthetic
2026-03-20 00:00:00,69871.80,69893.50,69870.70,69887.40,32.691000,487,7.314000,25.377000,69881.26,86873.07,0.00000598,0.000000,0.000000,0
2026-03-20 00:01:00,69887.40,69892.30,69860.10,69882.20,87.306000,920,34.149000,53.157000,69879.94,86862.96,0.00000625,0.000000,0.000000,0
2026-03-20 00:02:00,69882.20,69913.90,69854.40,69913.90,97.728000,1189,54.866000,42.862000,69882.19,86858.47,0.00000625,0.000000,0.000000,0
2026-03-20 00:03:00,69914.10,69924.60,69846.30,69857.80,155.042000,1406,60.802000,94.240000,69887.13,86854.45,0.00000635,0.000000,0.000000,0
2026-03-20 00:04:00,69857.90,69867.70,69805.50,69805.50,68.867000,1111,26.059000,42.808000,69839.20,86844.08,0.00000646,0.000000,0.000000,0
2026-03-20 00:05:00,69805.50,69840.40,69801.30,69808.90,67.827000,1183,28.034000,39.793000,69820.03,86848.98,0.00000646,0.000000,0.000000,0
2026-03-20 00:06:00,69808.90,69869.90,69808.80,69869.70,108.101000,1121,91.462000,16.639000,69843.92,86851.37,0.00000615,0.000000,0.000000,0
2026-03-20 00:07:00,69869.70,69926.20,69869.60,69926.20,37.706000,714,28.353000,9.353000,69902.71,86839.69,0.00000628,0.000000,0.000000,0
2026-03-20 00:08:00,69926.20,69949.50,69920.70,69927.50,54.511000,805,39.981000,14.530000,69938.97,86835.69,0.00000732,0.000000,0.000000,0
2026-03-20 00:09:00,69927.40,69983.00,69925.00,69983.00,80.923000,903,65.014000,15.909000,69945.38,86824.53,0.00000732,0.030000,0.000000,0
2026-03-20 00:10:00,69983.00,70002.40,69967.90,69973.00,86.008000,874,61.720000,24.288000,69992.69,86805.73,0.00000836,0.004000,0.000000,0
2026-03-20 00:11:00,69973.00,70087.10,69973.00,70087.10,158.297000,1494,112.480000,45.817000,70026.90,86775.28,0.00000919,0.027000,0.000000,0
2026-03-20 00:12:00,70087.10,70097.40,70035.30,70053.20,70.783000,1014,40.702000,30.081000,70052.88,86778.11,0.00000919,0.266000,0.000000,0
2026-03-20 00:13:00,70053.30,70053.30,70000.20,70019.90,57.713000,982,29.254000,28.459000,70018.22,86781.35,0.00000972,0.000000,0.000000,0
2026-03-20 00:14:00,70020.00,70028.60,70008.20,70026.60,27.680000,483,18.769000,8.911000,70017.95,86789.08,0.00000960,0.000000,0.000000,0
2026-03-20 00:15:00,70026.70,70050.00,70026.70,70050.00,40.750000,499,28.371000,12.379000,70041.56,86794.07,0.00000977,0.000000,0.000000,0
2026-03-20 00:16:00,70050.00,70091.10,70049.90,70064.90,51.125000,1145,33.754000,17.371000,70075.84,86803.15,0.00000977,0.000000,0.000000,0
2026-03-20 00:17:00,70064.90,70065.00,70036.80,70048.30,20.484000,627,9.520000,10.964000,70048.33,86802.69,0.00001053,0.000000,0.000000,0
2026-03-20 00:18:00,70048.40,70105.90,70048.30,70105.90,76.737000,1011,68.685000,8.052000,70087.74,86805.54,0.00001050,0.000000,0.000000,0
2026-03-20 00:19:00,70105.80,70148.70,70105.80,70129.60,82.649000,1237,59.438000,23.211000,70129.15,86829.03,0.00001098,0.265000,0.005000,0
2026-03-20 00:20:00,70129.60,70129.60,70060.10,70098.30,62.069000,1084,23.839000,38.230000,70095.50,86816.81,0.00001098,0.042000,0.037000,0
2026-03-20 00:21:00,70098.30,70112.00,70076.80,70077.00,89.287000,1342,52.506000,36.781000,70094.16,86823.02,0.00001143,0.000000,0.000000,0
2026-03-20 00:22:00,70077.10,70085.10,70049.90,70051.00,33.800000,870,12.524000,21.276000,70068.06,86806.13,0.00001176,0.004000,0.004000,0
2026-03-20 00:23:00,70051.00,70075.80,70037.00,70051.10,49.628000,690,14.111000,35.517000,70052.17,86792.89,0.00001176,0.000000,0.000000,0
