Timestamp,Trades,TotalQty,AvgSize,BuyQty,SellQty,AvgPrice,ClosePrice,HiPrice,LowPrice
2026-04-05 00:00:00,2469,6.405550,0.002594,1.515450,4.890100,67366.813125,67359,67377,67346
2026-04-05 00:01:00,1780,4.055950,0.002279,0.851580,3.204370,67359.054755,67346,67369,67346
2026-04-05 00:02:00,870,1.200690,0.001380,0.510610,0.690080,67345.680401,67349,67350,67341
2026-04-05 00:03:00,2340,3.774820,0.001613,1.786930,1.987890,67357.758963,67362,67373,67349
2026-04-05 00:04:00,2154,4.777880,0.002218,3.595490,1.182390,67376.092905,67375,67383,67362
2026-04-05 00:05:00,1058,5.768750,0.005453,2.648300,3.120450,67377.112798,67375,67382,67375
2026-04-05 00:06:00,1791,1.704550,0.000952,0.472890,1.231660,67365.372880,67352,67382,67352
2026-04-05 00:07:00,1378,2.619950,0.001901,1.227210,1.392740,67348.703640,67356,67356,67343
2026-04-05 00:08:00,589,0.705570,0.001198,0.511060,0.194510,67364.043270,67373,67373,67356
2026-04-05 00:09:00,617,0.486940,0.000789,0.293360,0.193580,67375.525276,67377,67377,67373
2026-04-05 00:10:00,262,0.545850,0.002083,0.427490,0.118360,67376.763975,67381,67381,67377
2026-04-05 00:11:00,1341,7.620850,0.005683,1.961790,5.659060,67357.731646,67358,67381,67353
2026-04-05 00:12:00,432,1.078130,0.002496,0.860970,0.217160,67358.341583,67367,67367,67358
2026-04-05 00:13:00,1021,3.397160,0.003327,3.048840,0.348320,67365.648276,67377,67377,67358
2026-04-05 00:14:00,491,0.545750,0.001112,0.196920,0.348830,67376.058876,67374,67377,67374
2026-04-05 00:15:00,922,4.887750,0.005301,4.467090,0.420660,67377.121746,67390,67390,67366
2026-04-05 00:16:00,419,1.341640,0.003202,1.196460,0.145180,67391.909114,67396,67396,67390
2026-04-05 00:17:00,736,1.957850,0.002660,1.820480,0.137370,67401.765415,67410,67410,67396
2026-04-05 00:18:00,2155,8.107640,0.003762,6.227020,1.880620,67404.062810,67399,67418,67397
2026-04-05 00:19:00,2335,1.546350,0.000662,0.826680,0.719670,67397.362037,67416,67416,67384
2026-04-05 00:20:00,1244,29.043930,0.023347,27.907070,1.136860,67441.310528,67440,67449,67416
2026-04-05 00:21:00,1411,6.651480,0.004714,4.867370,1.784110,67441.187126,67421,67446,67421
2026-04-05 00:22:00,1471,1.650750,0.001122,0.418160,1.232590,67408.400912,67393,67421,67393
2026-04-05 00:23:00,1092,2.264030,0.002073,1.450180,0.813850,67387.029698,67381,67393,67381
2026-04-05 00:24:00,1167,2.888020,0.002475,2.378510,0.509510,67384.958432,67404,67404,67381
2026-04-05 00:25:00,1352,31.312110,0.023160,28.437030,2.875080,67432.432480,67448,67448,67404
2026-04-05 00:26:00,1376,8.568650,0.006227,4.626140,3.942510,67448.105601,67429,67453,67429
2026-04-05 00:27:00,1506,1.967640,0.001307,1.307010,0.660630,67415.377961,67421,67429,67410
2026-04-05 00:28:00,556,6.987870,0.012568,6.219170,0.768700,67428.914811,67430,67435,67421
2026-04-05 00:29:00,193,0.473960,0.002456,0.336410,0.137550,67430.047098,67430,67430,67430
2026-04-05 00:30:00,1254,2.626420,0.002094,0.304770,2.321650,67437.291473,67428,67439,67428
2026-04-05 00:31:00,868,1.329850,0.001532,1.049720,0.280130,67428.784083,67434,67437,67428
2026-04-05 00:32:00,303,0.753080,0.002485,0.282440,0.470640,67433.770954,67428,67434,67428
2026-04-05 00:33:00,1875,4.139760,0.002208,2.069100,2.070660,67416.822644,67414,67428,67400
2026-04-05 00:34:00,364,1.148830,0.003156,1.009390,0.139440,67413.938786,67414,67414,67414
2026-04-05 00:35:00,1610,2.582630,0.001604,1.052960,1.529670,67396.874787,67400,67414,67389
2026-04-05 00:36:00,311,1.179960,0.003794,0.609720,0.570240,67404.004573,67404,67404,67400
2026-04-05 00:37:00,221,0.995870,0.004506,0.442330,0.553540,67404.344442,67404,67404,67404
2026-04-05 00:38:00,113,0.535630,0.004740,0.200070,0.335560,67404.343735,67404,67404,67404
2026-04-05 00:39:00,302,1.856500,0.006147,0.221300,1.635200,67404.341192,67404,67404,67404
2026-04-05 00:40:00,682,5.445910,0.007985,0.196210,5.249700,67401.187361,67392,67404,67392
2026-04-05 00:41:00,579,4.671630,0.008068,4.100800,0.570830,67399.395192,67404,67404,67392
2026-04-05 00:42:00,380,0.826610,0.002175,0.180190,0.646420,67403.053461,67402,67404,67402
2026-04-05 00:43:00,695,1.158050,0.001666,0.773210,0.384840,67404.502760,67407,67407,67402
2026-04-05 00:44:00,163,0.656020,0.004025,0.217270,0.438750,67407.183312,67407,67407,67407
2026-04-05 00:45:00,1076,59.506050,0.055303,58.183350,1.322700,67425.301849,67465,67465,67407
2026-04-05 00:46:00,2530,51.921670,0.020522,1.113240,50.808430,67433.977534,67416,67471,67416
2026-04-05 00:47:00,595,0.953780,0.001603,0.419090,0.534690,67416.252566,67416,67416,67416
2026-04-05 00:48:00,1308,2.875770,0.002199,1.544610,1.331160,67403.394345,67403,67416,67399
2026-04-05 00:49:00,234,0.409720,0.001751,0.213110,0.196610,67401.333447,67401,67403,67401
2026-04-05 00:50:00,1546,4.643590,0.003004,1.206220,3.437370,67391.906947,67402,67402,67388
2026-04-05 00:51:00,175,0.585110,0.003343,0.243580,0.341530,67401.990712,67402,67402,67402
2026-04-05 00:52:00,1162,0.884470,0.000761,0.380590,0.503880,67400.654375,67388,67409,67388
2026-04-05 00:53:00,1753,1.626920,0.000928,1.135840,0.491080,67377.383769,67383,67388,67370
2026-04-05 00:54:00,236,0.375950,0.001593,0.267980,0.107970,67382.607128,67383,67383,67383
2026-04-05 00:55:00,802,0.777080,0.000969,0.509820,0.267260,67383.442643,67388,67388,67378
2026-04-05 00:56:00,267,1.153100,0.004319,0.261660,0.891440,67387.992269,67388,67388,67388
2026-04-05 00:57:00,312,0.505470,0.001620,0.232140,0.273330,67387.994593,67388,67388,67388
2026-04-05 00:58:00,657,0.855930,0.001303,0.503300,0.352630,67389.579314,67396,67396,67388
2026-04-05 00:59:00,240,0.922060,0.003842,0.626890,0.295170,67396.094841,67396,67396,67396
2026-04-05 01:00:00,292,0.498710,0.001708,0.345560,0.153150,67398.567355,67400,67400,67396
2026-04-05 01:01:00,386,0.488930,0.001267,0.241710,0.247220,67399.914944,67400,67400,67400
2026-04-05 01:02:00,764,0.881490,0.001154,0.251780,0.629710,67394.852213,67388,67400,67388
2026-04-05 01:03:00,1257,1.266780,0.001008,0.344650,0.922130,67383.279707,67369,67388,67369
2026-04-05 01:04:00,1224,5.290960,0.004323,3.669140,1.621820,67354.686800,67349,67369,67349
2026-04-05 01:05:00,736,13.967940,0.018978,12.995690,0.972250,67356.685059,67367,67368,67349
2026-04-05 01:06:00,1304,1.690010,0.001296,0.370380,1.319630,67354.044038,67347,67367,67347
2026-04-05 01:07:00,680,1.155010,0.001699,0.403110,0.751900,67343.777632,67339,67347,67339
2026-04-05 01:08:00,542,0.753530,0.001390,0.307230,0.446300,67339.344077,67339,67339,67339
2026-04-05 01:09:00,785,0.972520,0.001239,0.239250,0.733270,67336.075171,67331,67339,67331
2026-04-05 01:10:00,1514,65.992200,0.043588,63.683250,2.308950,67359.782898,67400,67400,67331
2026-04-05 01:11:00,3148,62.475250,0.019846,2.612900,59.862350,67374.056978,67370,67400,67368
2026-04-05 01:12:00,642,0.873840,0.001361,0.431120,0.442720,67369.051052,67368,67370,67368
2026-04-05 01:13:00,377,0.759970,0.002016,0.380480,0.379490,67367.699219,67365,67368,67365
2026-04-05 01:14:00,156,0.894340,0.005733,0.516980,0.377360,67363.870731,67362,67365,67362
2026-04-05 01:15:00,119,0.579530,0.004870,0.310070,0.269460,67362.465350,67362,67362,67362
2026-04-05 01:16:00,515,1.308880,0.002542,0.643430,0.665450,67354.223712,67350,67362,67350
2026-04-05 01:17:00,191,0.474250,0.002483,0.259720,0.214530,67349.525476,67350,67350,67350
2026-04-05 01:18:00,382,2.015920,0.005277,0.199510,1.816410,67348.624328,67344,67350,67344
2026-04-05 01:19:00,1437,0.869910,0.000605,0.694380,0.175530,67348.716514,67361,67361,67344
2026-04-05 01:20:00,371,5.270970,0.014207,0.349780,4.921190,67361.198962,67359,67361,67359
2026-04-05 01:21:00,291,2.242160,0.007705,1.942040,0.300120,67358.275471,67358,67359,67358
2026-04-05 01:22:00,688,10.285280,0.014950,4.886610,5.398670,67358.376469,67349,67362,67349
2026-04-05 01:23:00,951,3.367380,0.003541,0.241510,3.125870,67337.548562,67334,67349,67334
2026-04-05 01:24:00,504,0.900980,0.001788,0.354920,0.546060,67333.669004,67332,67334,67332
2026-04-05 01:25:00,499,0.941630,0.001887,0.638750,0.302880,67332.418119,67334,67334,67332
2026-04-05 01:26:00,2049,3.026570,0.001477,0.947890,2.078680,67320.181131,67328,67334,67309
2026-04-05 01:27:00,210,1.017230,0.004844,0.280720,0.736510,67325.281898,67321,67328,67321
2026-04-05 01:28:00,179,0.587920,0.003284,0.208320,0.379600,67318.812408,67318,67321,67318
2026-04-05 01:29:00,626,0.634220,0.001013,0.410980,0.223240,67318.698523,67320,67320,67318
2026-04-05 01:30:00,668,1.543390,0.002310,0.558840,0.984550,67312.681364,67306,67320,67306
2026-04-05 01:31:00,736,6.108670,0.008300,5.863320,0.245350,67322.576211,67326,67326,67306
2026-04-05 01:32:00,339,1.425530,0.004205,0.362740,1.062790,67327.183482,67327,67327,67326
2026-04-05 01:33:00,190,0.690850,0.003636,0.206290,0.484560,67327.472986,67327,67327,67327
2026-04-05 01:34:00,525,0.921350,0.001755,0.434500,0.486850,67326.127731,67322,67327,67322
2026-04-05 01:35:00,448,0.512300,0.001144,0.398990,0.113310,67323.578323,67325,67325,67322
2026-04-05 01:36:00,253,0.703760,0.002782,0.290070,0.413690,67324.647907,67322,67325,67322
2026-04-05 01:37:00,127,0.404970,0.003189,0.145740,0.259230,67322.423599,67322,67322,67322
2026-04-05 01:38:00,712,2.959860,0.004157,0.375210,2.584650,67319.166073,67307,67322,67307
2026-04-05 01:39:00,311,0.435790,0.001401,0.238320,0.197470,67305.701258,67305,67307,67305
2026-04-05 01:40:00,516,1.233390,0.002390,0.246220,0.987170,67302.972476,67301,67305,67301
2026-04-05 01:41:00,1023,2.252400,0.002202,0.301020,1.951380,67289.504741,67279,67301,67279
2026-04-05 01:42:00,258,0.517380,0.002005,0.260510,0.256870,67279.315035,67279,67279,67279
2026-04-05 01:43:00,718,1.361250,0.001896,0.303260,1.057990,67277.876852,67274,67279,67274
2026-04-05 01:44:00,1005,2.139300,0.002129,1.663790,0.475510,67270.235003,67280,67280,67267
2026-04-05 01:45:00,846,83.818060,0.099076,66.701840,17.116220,67300.954786,67325,67325,67280
2026-04-05 01:46:00,1602,77.926410,0.048643,0.940020,76.986390,67299.605467,67290,67328,67269
2026-04-05 01:47:00,555,1.175210,0.002117,0.362830,0.812380,67285.748686,67280,67290,67280
