Timestamp,Open,High,Low,Close,Volume,AggTrades,BuyQty,SellQty,VWAP,OpenInterest,FundingRate,LiqBuyQty,LiqSellQty,IsSynthetic
2026-03-22 00:00:00,68692.80,68884.90,68648.40,68881.40,800.436000,7173,499.919000,300.517000,68807.29,86416.05,0.00000764,1.495000,0.000000,0
2026-03-22 00:01:00,68881.50,68883.90,68642.60,68738.40,741.688000,7919,320.767000,420.921000,68745.73,86428.14,0.00000806,0.000000,0.200000,0
2026-03-22 00:02:00,68738.50,68738.50,68252.00,68338.10,2366.154000,17793,765.787000,1600.367000,68437.42,86446.54,0.00000806,0.000000,4.272000,0
2026-03-22 00:03:00,68337.40,68434.00,68189.00,68373.30,1672.280000,14493,774.320000,897.960000,68275.02,86277.15,0.00000672,0.021000,0.734000,0
2026-03-22 00:04:00,68373.40,68461.50,68285.80,68407.50,567.485000,9588,323.789000,243.696000,68373.81,86243.07,0.00000377,0.137000,0.007000,0
2026-03-22 00:05:00,68407.50,68434.70,68329.80,68407.90,369.724000,5600,221.418000,148.306000,68386.73,86271.41,0.00000377,0.000000,0.000000,0
2026-03-22 00:06:00,68408.00,68575.40,68325.50,68545.10,780.401000,7370,598.423000,181.978000,68466.35,86285.18,0.00000340,0.120000,0.000000,0
2026-03-22 00:07:00,68545.20,68663.00,68545.20,68602.60,633.149000,6291,423.477000,209.672000,68598.19,86200.00,0.00000293,0.515000,0.000000,0
2026-03-22 00:08:00,68602.50,68650.00,68524.40,68647.60,411.559000,5696,179.807000,231.752000,68585.83,86203.71,0.00000392,0.000000,0.000000,0
2026-03-22 00:09:00,68647.60,68918.00,68647.60,68860.90,1012.553000,8141,699.029000,313.524000,68790.72,86276.28,0.00000392,0.497000,0.000000,0
2026-03-22 00:10:00,68860.80,68860.80,68782.50,68810.60,306.709000,2944,174.601000,132.108000,68815.74,86310.22,0.00000381,0.000000,0.000000,0
2026-03-22 00:11:00,68810.60,68893.80,68784.50,68788.10,521.396000,4410,242.028000,279.368000,68836.39,86330.67,0.00000380,0.000000,0.000000,0
2026-03-22 00:12:00,68786.80,68795.40,68711.00,68712.50,279.322000,2319,121.094000,158.228000,68759.33,86355.90,0.00000380,0.000000,0.184000,0
2026-03-22 00:13:00,68712.60,68717.30,68531.20,68633.20,538.652000,5629,228.215000,310.437000,68598.91,86287.90,0.00000271,0.000000,0.137000,0
2026-03-22 00:14:00,68633.30,68725.60,68600.20,68625.00,235.124000,3186,138.080000,97.044000,68667.03,86300.66,0.00000029,0.025000,0.000000,0
2026-03-22 00:15:00,68624.90,68682.80,68624.90,68652.30,257.882000,2534,135.797000,122.085000,68657.98,86291.50,-0.00000110,0.000000,0.000000,0
2026-03-22 00:16:00,68652.20,68849.80,68614.20,68734.60,518.171000,5638,337.078000,181.093000,68740.41,86277.44,-0.00000110,0.172000,0.000000,0
2026-03-22 00:17:00,68734.70,68839.90,68734.60,68829.70,253.128000,3424,150.898000,102.230000,68790.06,86308.15,-0.00000207,0.000000,0.000000,0
2026-03-22 00:18:00,68829.60,69028.90,68829.60,68960.40,590.836000,6424,414.341000,176.495000,68945.60,86213.76,-0.00000227,1.024000,0.000000,0
2026-03-22 00:19:00,68960.30,68960.30,68901.90,68902.00,265.342000,3002,100.265000,165.077000,68935.18,86191.96,-0.00000200,0.000000,0.000000,0
2026-03-22 00:20:00,68902.00,68902.00,68852.00,68852.80,190.568000,2135,57.685000,132.883000,68879.28,86210.52,-0.00000200,0.000000,0.000000,0
2026-03-22 00:21:00,68852.90,68852.90,68685.40,68735.10,621.116000,4726,278.057000,343.059000,68789.21,86384.33,-0.00000365,0.000000,1.134000,0
2026-03-22 00:22:00,68735.20,68828.90,68725.90,68802.00,157.325000,2192,105.581000,51.744000,68766.76,86399.60,-0.00000586,0.000000,0.000000,0
2026-03-22 00:23:00,68802.10,68819.80,68744.70,68800.00,138.503000,2042,55.268000,83.235000,68788.14,86441.85,-0.00000586,0.000000,0.000000,0
2026-03-22 00:24:00,68800.00,68848.30,68758.10,68763.70,168.620000,2064,72.855000,95.765000,68801.19,86468.18,-0.00000666,0.000000,0.000000,0
2026-03-22 00:25:00,68763.80,68847.10,68763.70,68813.50,186.626000,1674,130.145000,56.481000,68809.88,86520.84,-0.00000792,0.000000,0.000000,0
2026-03-22 00:26:00,68813.50,68813.60,68710.40,68756.10,215.717000,2373,63.577000,152.140000,68744.80,86531.77,-0.00000866,0.000000,0.000000,0
2026-03-22 00:27:00,68756.10,68808.40,68704.50,68752.90,199.858000,2718,68.176000,131.682000,68745.11,86529.13,-0.00000866,0.000000,0.000000,0
2026-03-22 00:28:00,68752.90,68805.00,68752.80,68804.90,76.179000,1449,50.049000,26.130000,68776.02,86529.18,-0.00000983,0.000000,0.000000,0
