Timestamp,Open,High,Low,Close,Volume,AggTrades,BuyQty,SellQty,VWAP,OpenInterest,FundingRate,LiqBuyQty,LiqSellQty,IsSynthetic
2026-03-23 00:00:00,67824.70,67854.00,67824.70,67830.60,86.467000,795,46.284000,40.183000,67843.03,86671.02,-0.00002125,0.000000,0.000000,0
2026-03-23 00:01:00,67830.60,68000.00,67830.60,67927.80,440.695000,4574,317.710000,122.985000,67925.88,86642.33,-0.00002079,0.121000,0.000000,0
2026-03-23 00:02:00,67927.90,67953.90,67884.00,67884.00,106.837000,1968,56.617000,50.220000,67912.27,86642.41,-0.00001977,0.000000,0.000000,0
2026-03-23 00:03:00,67884.00,67910.00,67852.30,67852.30,122.128000,1861,75.812000,46.316000,67880.41,86659.33,-0.00001977,0.000000,0.000000,0
2026-03-23 00:04:00,67852.40,67926.70,67837.90,67922.30,127.222000,2477,100.070000,27.152000,67872.06,86677.91,-0.00002002,0.002000,0.064000,0
2026-03-23 00:05:00,67922.30,67973.10,67903.10,67927.30,85.605000,1596,54.009000,31.596000,67938.59,86669.09,-0.00001961,0.000000,0.000000,0
2026-03-23 00:06:00,67927.20,67932.50,67736.00,67747.10,189.554000,3166,47.980000,141.574000,67796.44,86669.10,-0.00001890,0.011000,0.163000,0
2026-03-23 00:07:00,67747.10,67930.90,67747.10,67910.80,132.268000,3007,89.541000,42.727000,67846.84,86676.80,-0.00001890,0.000000,0.000000,0
2026-03-23 00:08:00,67910.90,67960.20,67902.90,67927.70,56.391000,1429,35.695000,20.696000,67937.24,86678.24,-0.00001896,0.000000,0.000000,0
2026-03-23 00:09:00,67927.60,68017.90,67927.60,67941.70,92.202000,1736,71.932000,20.270000,67972.90,86684.09,-0.00001751,0.619000,0.000000,0
2026-03-23 00:10:00,67941.60,67970.10,67924.10,67931.90,61.439000,1426,35.155000,26.284000,67936.59,86685.41,-0.00001751,0.000000,0.000000,0
2026-03-23 00:11:00,67931.80,67949.30,67898.50,67898.50,87.881000,1584,48.361000,39.520000,67918.80,86682.12,-0.00001672,0.000000,0.000000,0
2026-03-23 00:12:00,67898.40,68031.30,67898.40,68030.50,218.824000,2378,165.446000,53.378000,67981.09,86731.04,-0.00001639,0.012000,0.000000,0
2026-03-23 00:13:00,68030.60,68093.90,68022.20,68082.80,207.032000,2092,132.082000,74.950000,68067.00,86715.12,-0.00001545,0.629000,0.000000,0
2026-03-23 00:14:00,68082.80,68082.80,68036.10,68036.20,51.011000,1096,22.587000,28.424000,68064.13,86708.87,-0.00001545,0.000000,0.000000,0
2026-03-23 00:15:00,68036.10,68036.10,67924.30,67924.40,71.359000,1305,16.774000,54.585000,67968.66,86713.37,-0.00001444,0.000000,0.000000,0
2026-03-23 00:16:00,67924.30,67953.80,67765.00,67833.50,167.762000,3423,94.578000,73.184000,67840.69,86712.99,-0.00001475,0.010000,0.623000,0
2026-03-23 00:17:00,67833.40,67880.90,67781.20,67876.90,166.655000,2608,109.228000,57.427000,67832.28,86703.34,-0.00001573,0.000000,0.000000,0
2026-03-23 00:18:00,67876.90,67920.00,67855.60,67878.10,90.240000,2339,41.828000,48.412000,67893.91,86715.95,-0.00001573,0.000000,0.000000,0
2026-03-23 00:19:00,67878.00,67900.00,67830.40,67888.90,62.489000,1748,34.985000,27.504000,67870.62,86728.88,-0.00001510,0.000000,0.000000,0
2026-03-23 00:20:00,67888.80,67895.90,67861.90,67861.90,65.703000,1316,29.150000,36.553000,67877.69,86733.56,-0.00001444,0.000000,0.000000,0
2026-03-23 00:21:00,67862.00,67900.00,67821.20,67861.80,54.176000,1681,26.544000,27.632000,67868.74,86739.40,-0.00001444,0.000000,0.000000,0
2026-03-23 00:22:00,67861.80,67932.10,67861.70,67929.40,81.578000,1663,37.944000,43.634000,67914.16,86755.54,-0.00001404,0.000000,0.000000,0
2026-03-23 00:23:00,67929.40,67930.90,67893.50,67917.80,39.432000,1072,20.310000,19.122000,67912.39,86764.75,-0.00001332,0.000000,0.000000,0
2026-03-23 00:24:00,67917.80,67950.00,67904.70,67949.90,60.719000,1108,31.692000,29.027000,67934.36,86771.49,-0.00001309,0.000000,0.000000,0
2026-03-23 00:25:00,67950.00,68013.40,67932.70,68008.60,148.136000,1997,109.753000,38.383000,67973.52,86783.76,-0.00001309,0.000000,0.004000,0
2026-03-23 00:26:00,68008.60,68075.40,68008.50,68061.10,137.860000,1612,96.826000,41.034000,68044.05,86836.56,-0.00001247,0.304000,0.000000,0
2026-03-23 00:27:00,68061.00,68130.60,68035.90,68106.90,175.778000,2034,91.315000,84.463000,68106.94,86858.85,-0.00001128,0.215000,0.000000,0
2026-03-23 00:28:00,68106.90,68130.00,67941.70,67984.60,145.384000,2581,43.521000,101.863000,68025.53,86872.27,-0.00001128,0.000000,0.229000,0
2026-03-23 00:29:00,67984.60,68035.40,67945.60,67976.10,121.796000,1555,72.625000,49.171000,67990.93,86898.98,-0.00001015,0.000000,0.000000,0
2026-03-23 00:30:00,67976.20,68019.00,67955.60,67965.50,87.399000,1350,33.978000,53.421000,67999.03,86925.23,-0.00001084,0.000000,0.000000,0
2026-03-23 00:31:00,67965.50,67972.80,67933.60,67933.60,59.288000,1239,31.847000,27.441000,67952.21,86943.49,-0.00001138,0.000000,0.000000,0
2026-03-23 00:32:00,67933.60,67944.20,67870.90,67871.00,59.814000,1440,23.627000,36.187000,67917.63,86938.60,-0.00001138,0.000000,0.002000,0
2026-03-23 00:33:00,67870.90,67885.80,67820.00,67829.60,112.644000,1891,37.593000,75.051000,67855.38,86926.43,-0.00001259,0.000000,0.004000,0
2026-03-23 00:34:00,67829.70,67835.00,67779.90,67820.50,134.580000,2091,62.596000,71.984000,67807.58,86934.52,-0.00001432,0.000000,0.010000,0
2026-03-23 00:35:00,67820.40,67860.80,67764.10,67795.30,150.789000,2869,62.530000,88.259000,67808.04,86973.74,-0.00001432,0.000000,0.210000,0
2026-03-23 00:36:00,67795.30,67807.80,67738.70,67747.80,189.188000,2826,75.666000,113.522000,67771.87,86991.59,-0.00001436,0.014000,0.541000,0
2026-03-23 00:37:00,67747.70,67752.00,67564.80,67636.30,528.982000,5952,177.200000,351.782000,67648.80,86945.82,-0.00001467,0.000000,6.160000,0
2026-03-23 00:38:00,67636.20,67693.60,67595.70,67651.20,183.514000,4091,83.368000,100.146000,67649.91,86957.23,-0.00001593,0.000000,0.000000,0
2026-03-23 00:39:00,67651.20,67656.60,67588.00,67600.20,124.605000,2098,49.649000,74.956000,67623.38,86962.18,-0.00001593,0.000000,1.002000,0
2026-03-23 00:40:00,67600.20,67646.80,67568.00,67570.10,166.965000,2461,52.080000,114.885000,67606.16,86987.34,-0.00001543,0.000000,0.009000,0
2026-03-23 00:41:00,67570.00,67575.90,67418.50,67450.80,1087.607000,6390,529.796000,557.811000,67470.51,86950.41,-0.00001585,0.000000,0.788000,0
2026-03-23 00:42:00,67450.90,67549.90,67400.10,67528.20,300.192000,3588,139.657000,160.535000,67458.98,87179.91,-0.00001585,0.000000,0.164000,0
