target_ts,Timestamp,minutes_from_target,Close,VWAP,BuyQty,SellQty,OpenInterest,FundingRate,LiqBuyQty,LiqSellQty,IsSynthetic,delta_1m,vol_1m,price_minus_vwap
2026-03-17 05:45:00,2026-03-17 05:15:00,-30,74237.40,74282.54,83.826000,188.233000,88295.91,0.00001968,0.000000,0.000000,0,-104.407000,272.059000,-45.140000
2026-03-17 05:45:00,2026-03-17 05:16:00,-29,74282.40,74261.87,43.192000,46.581000,88358.61,0.00001968,0.000000,0.000000,0,-3.389000,89.773000,20.530000
2026-03-17 05:45:00,2026-03-17 05:17:00,-28,74298.90,74292.92,32.051000,52.573000,88355.89,0.00001914,0.000000,0.000000,0,-20.522000,84.624000,5.980000
2026-03-17 05:45:00,2026-03-17 05:18:00,-27,74327.70,74322.22,52.663000,12.502000,88354.22,0.00001913,0.002000,0.000000,0,40.161000,65.165000,5.480000
2026-03-17 05:45:00,2026-03-17 05:19:00,-26,74364.00,74361.89,87.028000,80.444000,88357.42,0.00001913,0.074000,0.000000,0,6.584000,167.472000,2.110000
2026-03-17 05:45:00,2026-03-17 05:20:00,-25,74316.00,74327.18,32.932000,81.014000,88377.88,0.00001895,0.000000,0.000000,0,-48.082000,113.946000,-11.180000
2026-03-17 05:45:00,2026-03-17 05:21:00,-24,74231.40,74252.47,175.984000,186.488000,88532.34,0.00001852,0.000000,0.000000,0,-10.504000,362.472000,-21.070000
2026-03-17 05:45:00,2026-03-17 05:22:00,-23,74204.80,74208.50,22.174000,90.558000,88594.14,0.00001802,0.000000,0.000000,0,-68.384000,112.732000,-3.700000
2026-03-17 05:45:00,2026-03-17 05:23:00,-22,74206.40,74180.62,33.546000,51.866000,88597.40,0.00001802,0.000000,0.016000,0,-18.320000,85.412000,25.780000
2026-03-17 05:45:00,2026-03-17 05:24:00,-21,74253.90,74240.33,29.072000,16.675000,88593.61,0.00001721,0.000000,0.000000,0,12.397000,45.747000,13.570000
2026-03-17 05:45:00,2026-03-17 05:25:00,-20,74287.10,74274.19,15.667000,14.283000,88592.59,0.00001725,0.000000,0.000000,0,1.384000,29.950000,12.910000
2026-03-17 05:45:00,2026-03-17 05:26:00,-19,74362.50,74326.85,61.111000,19.593000,88591.07,0.00001725,0.000000,0.000000,0,41.518000,80.704000,35.650000
2026-03-17 05:45:00,2026-03-17 05:27:00,-18,74381.30,74373.63,43.162000,30.464000,88582.03,0.00001744,0.000000,0.000000,0,12.698000,73.626000,7.670000
2026-03-17 05:45:00,2026-03-17 05:28:00,-17,74357.50,74354.19,29.358000,70.044000,88602.03,0.00001779,0.000000,0.000000,0,-40.686000,99.402000,3.310000
2026-03-17 05:45:00,2026-03-17 05:29:00,-16,74375.00,74366.16,17.883000,33.005000,88596.55,0.00001779,0.000000,0.000000,0,-15.122000,50.888000,8.840000
